Group,name,Recording,ctrlength,length,contour_  1,contour_  2,contour_  3,contour_  4,contour_  5,contour_  6,contour_  7,contour_  8,contour_  9,contour_ 10,contour_ 11,contour_ 12,contour_ 13,contour_ 14,contour_ 15,contour_ 16,contour_ 17,contour_ 18,contour_ 19,contour_ 20,contour_ 21,contour_ 22,contour_ 23,contour_ 24,contour_ 25,contour_ 26,contour_ 27,contour_ 28,contour_ 29,contour_ 30,contour_ 31,contour_ 32,contour_ 33,contour_ 34,contour_ 35,contour_ 36,contour_ 37,contour_ 38,contour_ 39,contour_ 40,contour_ 41,contour_ 42,contour_ 43,contour_ 44,contour_ 45,contour_ 46,contour_ 47,contour_ 48,contour_ 49,contour_ 50,contour_ 51,contour_ 52,contour_ 53,contour_ 54,contour_ 55,contour_ 56,contour_ 57,contour_ 58,contour_ 59,contour_ 60,contour_ 61,contour_ 62,contour_ 63,contour_ 64,contour_ 65,contour_ 66,contour_ 67,contour_ 68,contour_ 69,contour_ 70,contour_ 71,contour_ 72,contour_ 73,contour_ 74,contour_ 75,contour_ 76,contour_ 77,contour_ 78,contour_ 79,contour_ 80,contour_ 81,contour_ 82,contour_ 83,contour_ 84,contour_ 85,contour_ 86,contour_ 87,contour_ 88,contour_ 89,contour_ 90,contour_ 91,contour_ 92,contour_ 93,contour_ 94,contour_ 95,contour_ 96,contour_ 97,contour_ 98,contour_ 99,contour_100,contour_101,contour_102,contour_103,contour_104,contour_105,contour_106,contour_107,contour_108,contour_109,contour_110,contour_111,contour_112,contour_113,contour_114,contour_115,contour_116,contour_117,contour_118,contour_119,contour_120,contour_121,contour_122,contour_123,contour_124,contour_125,contour_126,contour_127,contour_128,contour_129,contour_130,contour_131,contour_132,contour_133,contour_134,contour_135,contour_136,contour_137,contour_138,contour_139,contour_140,contour_141,contour_142,contour_143,contour_144,contour_145,contour_146,contour_147,contour_148,contour_149,contour_150,contour_151,contour_152,contour_153,contour_154,contour_155,contour_156,contour_157,contour_158,contour_159,contour_160,contour_161,contour_162,contour_163,contour_164,contour_165,contour_166,contour_167,contour_168,contour_169,contour_170,contour_171,contour_172,contour_173,contour_174,contour_175,contour_176,contour_177,contour_178,contour_179,contour_180,contour_181,contour_182,contour_183,contour_184,contour_185,contour_186,contour_187,contour_188,contour_189,contour_190,contour_191,contour_192,contour_193,contour_194,contour_195,contour_196,contour_197,contour_198,contour_199,contour_200,contour_201,contour_202,contour_203,contour_204,contour_205,contour_206,contour_207,contour_208,contour_209,contour_210,contour_211,contour_212,contour_213,contour_214,contour_215,contour_216,contour_217,contour_218,contour_219,contour_220,contour_221,contour_222,contour_223,contour_224,contour_225,contour_226,contour_227,contour_228,contour_229,contour_230,contour_231,contour_232,contour_233,contour_234,contour_235,contour_236,contour_237,contour_238,contour_239,contour_240,contour_241,contour_242,contour_243,contour_244,contour_245,contour_246,contour_247,contour_248,contour_249,contour_250,contour_251,contour_252,contour_253,contour_254,contour_255,contour_256,contour_257,contour_258,contour_259,contour_260,contour_261,contour_262,contour_263,contour_264,contour_265,contour_266,contour_267,contour_268,contour_269,contour_270,contour_271,contour_272,contour_273,contour_274,contour_275,contour_276,contour_277,contour_278,contour_279,contour_280,contour_281,contour_282,contour_283,contour_284,contour_285,contour_286,contour_287,contour_288,contour_289,contour_290,contour_291,contour_292,contour_293,contour_294,contour_295,contour_296,contour_297,contour_298,contour_299,contour_300,contour_301,contour_302,contour_303,contour_304,contour_305,contour_306,contour_307,contour_308,contour_309,contour_310,contour_311,contour_312,contour_313,contour_314,contour_315,contour_316,contour_317,contour_318,contour_319,contour_320,contour_321,contour_322,contour_323,contour_324,contour_325,contour_326,contour_327,contour_328,contour_329,contour_330,contour_331,contour_332,contour_333,contour_334,contour_335,contour_336,contour_337,contour_338,contour_339,contour_340,contour_341,contour_342,contour_343,contour_344,contour_345,contour_346,contour_347,contour_348,tempres,category,match
Bottlenose,bocas.T00000085.sel.121.ch01.ctr,T00000085,0.34944,35,14575.19531,14758.30078,14941.40625,15026.09253,15014.64844,15204.62036,15257.26318,14758.30078,15051.26953,14870.45288,13476.5625,12458.03833,11856.0791,11487.57935,10949.70703,10913.08594,11022.94922,11588.28735,12226.86768,12524.41406,12799.07227,13073.73047,13499.45068,13549.80469,13641.35742,13840.48462,14186.09619,14348.60229,14501.95313,14623.2605,14648.4375,14648.4375,14355.46875,13899.9939,13540.64941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,52,98.27293194
Bottlenose,bocas.T00000085.sel.126.ch01.ctr,T00000085,0.29952,30,14904.78516,15103.91235,15156.55518,15335.08301,15353.39355,15417.48047,15490.72266,15488.43384,15380.85938,15053.55835,13449.09668,12158.20313,10546.875,11022.94922,11599.73145,10729.98047,10729.98047,11682.12891,11535.64453,11874.38965,12652.58789,13117.21802,13403.32031,13517.76123,13696.28906,13732.91016,13645.93506,13520.05005,13293.45703,13307.18994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,52,98.37744568
Artificial_MSG,bocas.T00000085.sel.38.ch01.ctr,T00000085,1.238186667,124,8276.367188,8784.484863,8972.167969,9180.450439,9228.515625,9265.136719,9214.782715,10036.46851,10363.76953,10400.39063,10455.32227,10649.87183,10684.2041,10789.48975,11064.14795,11254.11987,11279.29688,11315.91797,11389.16016,11485.29053,11544.7998,11572.26563,11572.26563,11897.27783,12030.0293,12121.58203,12231.44531,12371.06323,12414.55078,12451.17188,12451.17188,12451.17188,12414.55078,12414.55078,12309.26514,12268.06641,12185.66895,11938.47656,11828.61328,11789.70337,11553.95508,11354.82788,10899.35303,10766.60156,10775.75684,10704.80347,10693.35938,10430.14526,10363.76953,10180.66406,10038.75732,9851.074219,9741.210938,9052.276611,9008.789063,8860.015869,8605.957031,8605.957031,8605.957031,8496.09375,8642.578125,8216.85791,9040.83252,8898.925781,8898.925781,8846.282959,8930.969238,9056.854248,9082.03125,9082.03125,8921.813965,8898.925781,8990.478516,9228.515625,9265.136719,9308.624268,9457.397461,9631.347656,9851.074219,10224.15161,9997.558594,10144.04297,10363.76953,10457.61108,10629.27246,10656.73828,10789.48975,10844.42139,11022.94922,11206.05469,11329.65088,11515.04517,11581.4209,11560.82153,11860.65674,11666.10718,11901.85547,11991.11938,12084.96094,12096.40503,12158.20313,12158.20313,12158.20313,12194.82422,12158.20313,12048.33984,11865.23438,11865.23438,11828.61328,11865.23438,11901.85547,11901.85547,11865.23438,11682.12891,11640.93018,11634.06372,11489.86816,10979.46167,10816.95557,10913.08594,10949.70703,10762.02393,10601.80664,10757.44629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,209,100
Bottlenose,bocas.T00000085.sel.48.ch01.ctr,T00000085,0.621653333,63,9118.652344,8432.006836,8601.379395,8617.401123,8789.0625,9098.052979,9375,9667.96875,9704.589844,9814.453125,9896.850586,10070.80078,10144.04297,10437.01172,10588.07373,10819.24438,10986.32813,11022.94922,11283.87451,11366.27197,11425.78125,11778.25928,11791.99219,12048.33984,12121.58203,12409.97314,12474.06006,12487.79297,12670.89844,12780.76172,12854.00391,13021.08765,13037.10938,13053.1311,13174.43848,13355.25513,13366.69922,13336.94458,13439.94141,13474.27368,13439.94141,13513.18359,13549.80469,13579.55933,13549.80469,13501.7395,13366.69922,13366.69922,13403.32031,13403.32031,13330.07813,13037.10938,12854.00391,12927.24609,12950.13428,12927.24609,12817.38281,12634.27734,12446.59424,12245.17822,12112.42676,12121.58203,11608.88672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,253,99.21698278
Bottlenose,bocas.T00000085.sel.55.ch01.ctr,T00000085,0.29312,30,7800.292969,7800.292969,7946.777344,8020.019531,7937.62207,7793.426514,7626.342773,7434.082031,7214.355469,6955.718994,6417.84668,7500.457764,7452.392578,7141.113281,6765.74707,6738.28125,7031.25,6937.408447,7603.45459,8129.882813,8175.65918,8374.786377,9324.645996,9594.726563,9814.453125,9887.695313,10034.17969,10480.49927,10656.73828,8409.118652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,336,100
Artificial_MSG,bocas.T00000085.sel.59.ch01.ctr,T00000085,0.600746667,61,9558.105469,9558.105469,9590.148926,9825.897217,9988.40332,10070.80078,10203.55225,10400.39063,10565.18555,10620.11719,10766.60156,11089.32495,11206.05469,11279.29688,11320.49561,11535.64453,11608.88672,11901.85547,11975.09766,12011.71875,12139.89258,12414.55078,12693.78662,12989.04419,12872.31445,13000.48828,13023.37646,13066.86401,13110.35156,13000.48828,12995.91064,12890.625,12854.00391,13220.21484,13183.59375,13160.70557,12973.02246,12817.38281,12817.38281,12817.38281,12982.17773,13034.82056,12986.75537,12963.86719,12799.07227,12744.14063,12707.51953,12670.89844,11865.23438,12064.36157,11906.43311,11865.23438,11618.04199,11389.16016,11251.83105,11022.94922,10858.1543,10656.73828,10372.9248,10166.93115,9960.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,253,97.41976476
Bottlenose,bocas.T00000085.sel.75.ch01.ctr,T00000085,0.83328,84,12854.00391,12625.12207,11764.52637,10828.39966,9860.229492,9484.863281,9411.621094,9157.562256,9155.273438,9228.515625,9521.484375,10423.27881,11068.72559,12439.72778,14250.18311,16300.96436,17211.91406,18214.4165,18891.90674,19567.10815,19683.83789,20038.60474,20104.98047,20031.73828,19903.56445,19814.30054,19482.42188,18832.39746,18493.65234,18530.27344,17976.37939,17335.51025,16882.32422,17202.75879,16735.83984,15991.97388,15545.6543,15387.72583,15248.10791,14980.31616,14849.85352,14430.99976,14378.35693,14172.36328,13943.48145,13755.79834,13623.04688,13455.96313,13256.83594,13130.95093,12963.86719,12805.93872,12643.43262,12554.1687,12487.79297,12380.21851,12249.75586,11938.47656,11915.58838,11865.23438,11755.37109,11718.75,11572.26563,11462.40234,11389.16016,11279.29688,11242.67578,11059.57031,10986.32813,10832.97729,10743.71338,10654.44946,10473.63281,10400.39063,10299.68262,10180.66406,9960.9375,9677.124023,9480.285645,9249.11499,8898.925781,8422.851563,8061.218262,7727.050781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,180,98.14469686
Bottlenose,bocas.T00000085.sel.80.ch01.ctr,T00000085,0.22272,23,14172.36328,13053.1311,13517.76123,13710.02197,13833.61816,13922.88208,13975.5249,14099.12109,14135.74219,14135.74219,14122.00928,14099.12109,14099.12109,14062.5,13952.63672,13806.15234,13623.04688,13607.02515,13293.45703,13183.59375,12835.69336,12515.25879,12258.91113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,48,98.71474868
Artificial_MSG,bocas.T00000085.sel.87.ch01.ctr,T00000085,0.5376,54,17944.33594,17378.9978,17491.1499,17271.42334,16625.97656,16596.22192,16419.98291,15966.79688,15380.85938,15165.71045,14845.27588,14721.67969,14694.21387,14147.18628,13458.25195,13387.29858,13146.97266,12874.60327,12492.37061,12377.92969,12295.53223,11382.2937,11082.4585,10647.58301,10034.17969,9706.878662,9132.385254,8312.988281,8349.609375,8193.969727,7781.982422,7727.050781,7470.703125,6015.014648,6459.04541,6518.554688,6665.039063,6665.039063,6591.796875,6518.554688,6500.244141,6520.843506,6504.821777,6445.3125,6399.536133,6408.691406,6408.691406,6408.691406,6372.070313,6298.828125,6230.163574,6188.964844,6115.722656,6042.480469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,112,100
Bottlenose,bocas.T00000085.sel.98.ch01.ctr,T00000085,0.538453333,54,6005.859375,5953.216553,5859.375,5712.890625,5456.542969,5193.328857,5044.555664,4904.937744,4943.847656,5126.953125,5126.953125,5339.813232,5557.250977,5529.785156,5461.120605,5195.617676,5273.4375,5509.185791,5534.362793,5710.601807,5859.375,6042.480469,6115.722656,6115.722656,6115.722656,6079.101563,6079.101563,6042.480469,6042.480469,6005.859375,5973.815918,5859.375,5712.890625,5266.571045,5090.332031,4907.226563,4870.605469,4724.121094,4563.903809,4506.68335,4504.394531,4321.289063,4321.289063,4387.664795,4467.773438,4541.015625,4916.381836,5090.332031,5346.679688,5477.142334,5529.785156,5529.785156,5593.87207,5928.039551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,135,100
Bottlenose,bocas.T00000087.sel.02.ch01.ctr,T00000085,0.200106667,20,8935.546875,8866.882324,8564.758301,8349.609375,8349.609375,8349.609375,8326.721191,8532.714844,8569.335938,8532.714844,8569.335938,8649.44458,8752.441406,8985.900879,9191.894531,9301.757813,9521.484375,9741.210938,9851.074219,9851.074219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,143,98.46732545
Artificial_MSG,bocas.T00000087.sel.05.ch01.ctr,T00000085,0.446293333,45,7727.050781,7617.1875,8052.062988,8738.708496,9613.037109,10283.66089,10464.47754,10800.93384,11059.57031,11098.48022,11132.8125,11022.94922,11022.94922,11022.94922,10986.32813,10913.08594,10766.60156,10526.27563,10231.01807,10059.35669,9814.453125,9558.105469,9205.627441,8713.531494,8312.988281,6445.3125,7594.299316,7434.082031,7104.492188,6786.346436,6523.132324,6372.070313,6372.070313,6445.3125,6518.554688,6518.554688,6591.796875,6399.536133,6481.933594,6665.039063,7324.21875,8157.348633,9141.540527,9690.856934,10144.04297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,179,100
Bottlenose,bocas.T00000087.sel.09.ch01.ctr,T00000085,1.155413333,116,10986.32813,10839.84375,11279.29688,11450.95825,11508.17871,11615.75317,11865.23438,12194.82422,12561.03516,13000.48828,12977.6001,13403.32031,13513.18359,13586.42578,13659.66797,13696.28906,13696.28906,13691.71143,13581.84814,13513.18359,13394.16504,13330.07813,13220.21484,13034.82056,12963.86719,12778.4729,12693.78662,12634.27734,12634.27734,12634.27734,12483.21533,12414.55078,12377.92969,12325.28687,12199.40186,12034.60693,11865.23438,11718.75,11645.50781,11569.97681,11132.8125,11022.94922,10986.32813,10956.57349,10803.22266,10556.03027,10372.9248,10437.01172,10400.39063,9835.05249,9640.50293,9496.307373,9347.53418,8864.593506,8972.167969,8969.87915,8734.130859,8239.746094,8020.019531,7836.914063,7800.292969,7763.671875,7699.584961,7690.429688,7836.914063,7873.535156,7836.914063,7800.292969,7800.292969,7800.292969,7800.292969,7836.914063,7836.914063,7836.914063,7836.914063,7836.914063,7873.535156,7873.535156,8024.597168,8187.103271,8239.746094,8349.609375,8345.031738,8312.988281,8340.454102,8301.544189,8349.609375,8386.230469,8422.851563,8418.273926,8546.447754,8649.44458,8706.665039,8837.127686,8903.503418,8988.189697,9118.652344,9171.295166,9265.136719,9338.378906,9494.018555,9558.105469,9558.105469,9594.726563,9649.658203,9670.257568,9690.856934,9704.589844,9704.589844,9729.766846,9741.210938,9720.611572,9558.105469,9745.788574,9846.496582,9972.381592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,225,100
Bottlenose,bocas.T00000088.sel.15.ch01.ctr,T00000085,0.110933333,12,10693.35938,10713.95874,10729.98047,10903.93066,11636.35254,12171.93604,12657.16553,12957.00073,13220.21484,13586.42578,14062.5,14355.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,316,98.44526744
Artificial_MSG,bocas.T00000088.sel.18.ch01.ctr,T00000085,0.064853333,7,8276.367188,8862.304688,9008.789063,9118.652344,9631.347656,9857.940674,10382.08008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,143,98.74421494
Bottlenose,bocas.T00000088.sel.22.ch01.ctr,T00000085,0.125866667,13,13366.69922,13366.69922,13439.94141,13439.94141,13366.69922,13403.32031,13513.18359,13732.91016,13989.25781,14243.31665,14570.61768,14765.16724,15298.46191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,19,99.2814823
Bottlenose,bocas.T00000088.sel.26.ch01.ctr,T00000085,0.791466667,80,16223.14453,15845.4895,14689.63623,12563.32397,10876.46484,10283.66089,10107.42188,10070.80078,10162.35352,10473.63281,10707.09229,10979.46167,11361.69434,11865.23438,12309.26514,12524.41406,13000.48828,13037.10938,13037.10938,12915.802,12854.00391,12430.57251,11732.48291,11206.05469,9448.242188,8789.0625,8427.429199,8312.988281,7470.703125,7386.016846,7177.734375,7177.734375,7434.082031,7795.715332,8340.454102,8715.820313,9292.602539,9967.803955,10766.60156,11572.26563,12103.27148,12597.65625,13160.70557,13689.42261,14364.62402,14966.58325,15266.41846,15438.07983,15563.96484,15710.44922,15962.21924,16040.03906,16040.03906,15966.79688,15797.42432,15630.34058,15197.75391,13918.30444,13206.48193,12597.65625,12451.17188,12158.20313,12121.58203,12011.71875,12048.33984,12158.20313,12336.73096,12524.41406,12863.15918,12854.00391,12876.89209,13256.83594,13275.14648,13366.69922,13330.07813,13213.34839,12854.00391,12522.12524,11494.4458,11169.43359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,95,100
Artificial_MSG,bocas.T00000089.sel.10.ch01.ctr,T00000085,0.521813333,53,24169.92188,24414.82544,24581.90918,24682.61719,24737.54883,25341.79688,25378.41797,25378.41797,25286.86523,25231.93359,24522.3999,24536.13281,24600.21973,25378.41797,25415.03906,25415.03906,25378.41797,25305.17578,25382.99561,25451.66016,25451.66016,25488.28125,25561.52344,25598.14453,25579.83398,25561.52344,25611.87744,25634.76563,25598.14453,25561.52344,25488.28125,25618.7439,25634.76563,25708.00781,25488.28125,25451.66016,25277.70996,25158.69141,25122.07031,25231.93359,25048.82813,24904.63257,24696.3501,24625.39673,24526.97754,24414.82544,24243.16406,24149.32251,24133.30078,24467.46826,24092.10205,23384.85718,23437.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426667,301,100
