Group,name,Recording,ctrlength,length,contour_  1,contour_  2,contour_  3,contour_  4,contour_  5,contour_  6,contour_  7,contour_  8,contour_  9,contour_ 10,contour_ 11,contour_ 12,contour_ 13,contour_ 14,contour_ 15,contour_ 16,contour_ 17,contour_ 18,contour_ 19,contour_ 20,contour_ 21,contour_ 22,contour_ 23,contour_ 24,contour_ 25,contour_ 26,contour_ 27,contour_ 28,contour_ 29,contour_ 30,contour_ 31,contour_ 32,contour_ 33,contour_ 34,contour_ 35,contour_ 36,contour_ 37,contour_ 38,contour_ 39,contour_ 40,contour_ 41,contour_ 42,contour_ 43,contour_ 44,contour_ 45,contour_ 46,contour_ 47,contour_ 48,contour_ 49,contour_ 50,contour_ 51,contour_ 52,contour_ 53,contour_ 54,contour_ 55,contour_ 56,contour_ 57,contour_ 58,contour_ 59,contour_ 60,contour_ 61,contour_ 62,contour_ 63,contour_ 64,contour_ 65,contour_ 66,contour_ 67,contour_ 68,contour_ 69,contour_ 70,contour_ 71,contour_ 72,contour_ 73,contour_ 74,contour_ 75,contour_ 76,contour_ 77,contour_ 78,contour_ 79,contour_ 80,contour_ 81,contour_ 82,contour_ 83,contour_ 84,contour_ 85,contour_ 86,contour_ 87,contour_ 88,contour_ 89,contour_ 90,contour_ 91,contour_ 92,contour_ 93,contour_ 94,contour_ 95,contour_ 96,contour_ 97,contour_ 98,contour_ 99,contour_100,contour_101,contour_102,contour_103,contour_104,contour_105,contour_106,contour_107,contour_108,contour_109,contour_110,contour_111,contour_112,contour_113,contour_114,contour_115,contour_116,contour_117,contour_118,contour_119,contour_120,contour_121,contour_122,contour_123,contour_124,contour_125,contour_126,contour_127,contour_128,contour_129,contour_130,contour_131,contour_132,contour_133,contour_134,contour_135,contour_136,contour_137,contour_138,contour_139,contour_140,contour_141,contour_142,contour_143,contour_144,contour_145,contour_146,contour_147,contour_148,contour_149,contour_150,contour_151,contour_152,contour_153,contour_154,contour_155,contour_156,contour_157,contour_158,contour_159,contour_160,contour_161,contour_162,contour_163,contour_164,contour_165,contour_166,contour_167,contour_168,contour_169,contour_170,contour_171,contour_172,contour_173,contour_174,contour_175,contour_176,contour_177,contour_178,contour_179,contour_180,contour_181,contour_182,contour_183,contour_184,contour_185,contour_186,contour_187,contour_188,contour_189,contour_190,contour_191,contour_192,contour_193,contour_194,contour_195,contour_196,contour_197,contour_198,contour_199,contour_200,contour_201,contour_202,contour_203,contour_204,contour_205,contour_206,contour_207,contour_208,contour_209,contour_210,contour_211,contour_212,contour_213,contour_214,contour_215,contour_216,contour_217,contour_218,contour_219,contour_220,contour_221,contour_222,contour_223,contour_224,contour_225,contour_226,contour_227,contour_228,contour_229,contour_230,contour_231,contour_232,contour_233,contour_234,contour_235,contour_236,contour_237,contour_238,contour_239,contour_240,contour_241,contour_242,contour_243,contour_244,contour_245,contour_246,contour_247,contour_248,contour_249,contour_250,contour_251,contour_252,contour_253,contour_254,contour_255,contour_256,contour_257,contour_258,contour_259,contour_260,contour_261,contour_262,contour_263,contour_264,contour_265,contour_266,contour_267,contour_268,contour_269,contour_270,contour_271,contour_272,contour_273,contour_274,contour_275,contour_276,contour_277,contour_278,contour_279,contour_280,contour_281,contour_282,contour_283,contour_284,contour_285,contour_286,contour_287,contour_288,contour_289,contour_290,contour_291,contour_292,contour_293,contour_294,contour_295,contour_296,contour_297,contour_298,contour_299,contour_300,contour_301,contour_302,contour_303,contour_304,contour_305,contour_306,contour_307,contour_308,contour_309,contour_310,contour_311,contour_312,contour_313,contour_314,contour_315,contour_316,contour_317,contour_318,contour_319,contour_320,contour_321,contour_322,contour_323,contour_324,contour_325,contour_326,contour_327,contour_328,contour_329,contour_330,contour_331,contour_332,contour_333,contour_334,contour_335,contour_336,contour_337,contour_338,contour_339,contour_340,contour_341,contour_342,contour_343,contour_344,contour_345,contour_346,contour_347,contour_348,tempres,category,match
Bottlenose,bocas.T00000263.sel.114.ch01.ctr,T00000261,0.499370667,50,18218.99414,19175.29106,19134.52148,18997.19238,19042.96875,18905.63965,18859.86328,18814.08691,18768.31055,17776.25084,17669.67773,17520.18929,17303.4668,17205.47676,15838.62305,15563.96484,15426.63574,15245.67604,15106.20117,14877.31934,14739.99023,14511.1084,14511.1084,14511.1084,13824.46289,14026.88026,14236.4502,14373.7793,14328.00293,13906.00204,13824.46289,13824.46289,13618.46924,13458.25195,13453.96042,13092.04102,12940.4068,12908.93555,12725.83008,12562.03651,12496.94824,12451.17188,12359.61914,12268.06641,12225.15106,11581.4209,11260.98633,10615.82565,9292.602539,8177.518845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,148,98.30201469
Artificial_MSG,bocas.T00000263.sel.126.ch01.ctr,T00000261,0.428714667,43,15792.84668,15380.85938,14923.0957,14333.00972,13229.37012,13456.82144,13147.83096,13046.26465,12817.38281,12725.83008,12588.50098,12496.94824,12496.94824,12549.16191,12672.90115,12817.38281,12817.38281,12817.38281,12725.83008,12725.83008,12634.27734,12461.90071,12381.07681,12122.86949,11810.30273,10921.23985,9992.12265,8879.184723,6897.926331,7947.206497,7802.009583,7415.771484,7461.547852,7461.547852,7736.206055,7781.982422,8133.888245,8879.899979,10175.22812,11222.36252,13086.31897,14182.80602,14898.77701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,62,98.21788301
Bottlenose,bocas.T00000263.sel.131.ch01.ctr,T00000261,0.917504,92,14190.67383,13302.3262,13366.69922,13381.71959,13504.02832,13619.18449,12542.72461,12817.38281,13166.42761,12191.53404,10804.65317,9338.378906,8159.637451,6604.671478,5081.176758,4898.071289,4886.627197,4642.724991,4898.071289,6209.135056,6500.244141,8535.861969,13491.15372,16433.71582,18362.04529,18859.86328,19716.73965,18073.08197,20690.91797,20919.7998,21011.35254,20883.32176,20919.7998,20791.76903,20599.36523,20342.58842,20173.07281,20004.27246,20004.27246,18992.18559,18144.60754,17295.59898,16940.11688,16662.59766,15884.39941,15717.74483,15518.18848,15518.18848,15518.18848,15609.74121,15609.74121,15655.51758,15701.29395,15701.29395,15609.74121,15563.96484,15518.18848,15239.95399,14775.75302,14468.19305,13658.52356,11240.95917,8926.391602,8148.193359,7781.982422,6729.125977,7461.547852,7543.087006,7773.399353,8149.623871,8148.193359,8236.169815,8880.615234,10864.01939,12584.20944,13262.98714,14262.1994,14700.65117,15289.30664,15676.25999,16010.28442,16067.50488,16113.28125,16021.72852,16067.50488,16250.61035,15975.95215,15335.08301,15151.97754,14992.47551,13183.59375,11597.87178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,191,100
Bottlenose,bocas.T00000263.sel.135.ch01.ctr,T00000261,0.549888,55,20187.37793,20050.04883,19683.83789,19683.83789,19629.47845,19387.00676,18905.63965,18630.98145,18585.20508,18493.65234,18266.20102,18218.99414,17460.82306,17349.24316,17303.4668,16983.03223,16719.81812,16660.45189,16571.04492,16525.26855,16479.49219,16342.16309,16226.29166,15975.95215,15884.39941,15838.62305,15792.84668,15563.96484,15380.85938,15271.42525,15018.93997,14904.49905,14465.33203,14163.49411,14099.12109,14017.58194,13855.93414,13641.35742,13491.15372,13320.92285,13320.92285,13320.92285,13320.92285,13320.92285,13320.92285,13366.69922,13350.96359,13412.47559,13286.59058,13183.59375,13084.88846,13092.04102,12751.57928,12609.95865,11991.97769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,118,99.16005408
Artificial_MSG,bocas.T00000263.sel.139.ch01.ctr,T00000261,0.545109333,55,16525.26855,16382.93266,16433.71582,16474.4854,16067.50488,15747.07031,15665.53116,15518.18848,15426.63574,15380.85938,15335.08301,15277.14729,15172.0047,15171.28944,14961.71951,14760.73265,14694.21387,14559.03053,14403.82004,14069.79561,13958.93097,13549.80469,13253.68881,13038.39684,12954.71191,12752.29454,12117.8627,12039.18457,12039.18457,11993.4082,11947.63184,11947.63184,11901.85547,11865.37743,11810.30273,11764.52637,11718.75,11627.19727,11444.0918,11306.7627,11260.98633,11123.65723,11032.10449,10940.55176,10894.77539,10695.21904,10482.78809,10075.09232,9452.819824,8630.990982,7972.240448,7781.982422,7945.06073,8502.244949,9431.362152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,128,98.11675211
Bottlenose,bocas.T00000263.sel.15.ch01.ctr,T00000261,0.319488,32,10482.78809,10803.22266,10665.89355,10574.34082,10502.81525,10345.45898,10299.68262,10158.77724,10099.41101,9979.248047,10026.45493,10070.80078,9913.444519,9887.695313,9880.542755,9887.695313,9887.695313,10068.65501,10055.06516,9750.366211,9661.6745,9475.708008,9451.389313,9704.589844,9618.759155,9639.501572,9429.931641,9658.098221,9518.623352,9173.154831,9334.087372,9073.019028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,11,97.80397744
Bottlenose,bocas.T00000263.sel.153.ch01.ctr,T00000261,0.27136,28,14831.54297,14565.46783,14419.55566,14287.23335,14079.09393,13961.79199,13732.91016,13458.25195,13200.75989,12818.09807,12588.50098,12222.29004,11921.88263,11725.1873,11528.49197,11489.86816,11444.0918,11398.31543,11398.31543,11352.53906,11306.7627,11112.92839,10962.00943,10482.78809,9647.369385,7952.928543,7441.520691,7141.828537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,102,98.45917315
Artificial_MSG,bocas.T00000263.sel.159.ch01.ctr,T00000261,0.223914667,23,13549.80469,13105.63087,12844.56253,12725.83008,12671.47064,12222.29004,12441.15829,12454.74815,12159.34753,11947.63184,11903.28598,11535.64453,11052.13165,10449.88632,9788.990021,8901.357651,8308.410645,7601.02272,7369.995117,7278.442383,7278.442383,7485.866547,7876.396179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,251,96.88594681
Bottlenose,bocas.T00000263.sel.161.ch01.ctr,T00000261,0.284330667,29,13778.68652,12849.56932,12835.97946,12456.17867,12642.86041,12473.3448,12451.17188,11898.27919,11856.0791,11733.77037,11854.64859,11764.52637,11489.86816,11581.4209,11260.98633,11190.17601,11718.75,11535.64453,11169.43359,11169.43359,11123.65723,11077.88086,11077.88086,11077.88086,11077.88086,11058.56895,10986.32813,10893.34488,10803.22266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,15,98.43062654
Bottlenose,bocas.T00000263.sel.165.ch01.ctr,T00000261,0.254634667,26,12680.05371,12245.89348,11333.94241,10940.55176,10336.87592,10116.57715,10060.7872,10155.20096,10345.45898,10680.91393,10848.99902,10894.77539,10894.77539,10894.77539,10894.77539,10940.55176,10940.55176,10940.55176,10848.99902,10848.99902,10714.53094,10620.11719,10391.23535,9941.339493,9206.771851,8514.404297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,284,98.52228712
Artificial_MSG,bocas.T00000263.sel.172.ch01.ctr,T00000261,0.125952,13,10528.56445,9814.739227,9502.887726,9338.378906,9192.466736,8880.615234,8789.0625,8785.486221,9447.097778,9521.484375,9475.708008,9338.378906,9232.521057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,146,97.85296475
Bottlenose,bocas.T00000263.sel.18.ch01.ctr,T00000261,0.175445333,18,6591.796875,6683.349609,6729.125977,6902.217865,7398.605347,7690.429688,7919.311523,8148.193359,8377.075195,8605.957031,8834.838867,9030.103683,9292.602539,9429.931641,9658.813477,9771.108627,9944.915771,10077.23808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,103,98.89860863
Bottlenose,bocas.T00000263.sel.22.ch01.ctr,T00000261,0.160085333,16,7461.547852,7539.510727,7644.65332,7644.65332,7790.565491,8010.864258,8213.996887,9190.320969,9933.47168,9964.227676,9841.918945,9796.142578,9750.366211,9750.366211,9750.366211,9688.138962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,13,96.77040264
Artificial_MSG,bocas.T00000263.sel.26.ch01.ctr,T00000261,0.152917333,16,7919.311523,7292.032242,6958.007813,6642.580032,6362.915039,6066.083908,5859.375,5813.598633,5950.927734,6454.467773,7139.68277,8377.075195,10356.90308,13366.69922,15113.35373,17985.82077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,133,100
Bottlenose,bocas.T00000263.sel.32.ch01.ctr,T00000261,0.523605333,53,17257.69043,17166.1377,17395.01953,17578.125,17807.00684,17807.00684,17852.7832,17761.23047,17761.23047,17807.00684,17168.99872,17028.80859,17028.80859,17028.80859,17028.80859,16479.49219,16479.49219,16163.34915,15688.41934,15959.50127,15223.50311,14955.28221,14853.00064,14785.7666,14694.21387,14484.64394,14203.54843,14099.12109,14007.56836,14007.56836,13724.32709,13641.35742,13389.5874,13183.59375,12946.12885,12725.83008,12634.27734,12313.12752,11614.32266,11318.92204,10803.22266,10094.40422,9384.155273,8570.9095,7830.619812,7141.113281,7141.113281,7095.336914,7232.666016,7536.649704,9017.944336,12634.27734,13092.04102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,32,98.2010521
Bottlenose,bocas.T00000263.sel.33.ch01.ctr,T00000261,0.347818667,35,19958.49609,19112.34856,18786.9072,18493.65234,18356.32324,18196.82121,17568.11142,17208.33778,16983.03223,16845.70313,15933.0368,15963.7928,15930.17578,15877.96211,15616.89377,15563.96484,15518.18848,15383.00514,15289.30664,15351.53389,15063.28583,14923.0957,14877.31934,14831.54297,14596.93909,14099.12109,13778.68652,13638.4964,13183.59375,12865.30495,12213.70697,11489.86816,10391.23535,8560.180664,6804.943085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,148,98.70733385
Artificial_MSG,bocas.T00000263.sel.55.ch01.ctr,T00000261,0.354304,36,19454.95605,19454.95605,19363.40332,19150.25711,18676.75781,18310.54688,18264.77051,18123.86513,17944.33594,17761.23047,18035.88867,18774.74785,17263.41248,16976.59492,16937.25586,16658.30612,16616.82129,16616.82129,16708.37402,16708.37402,16751.28937,16754.15039,16754.15039,16654.72984,16347.88513,16113.28125,15884.39941,15610.45647,14845.84808,13969.65981,12222.29004,11160.13527,10459.8999,9878.396988,8967.876434,8365.631104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,148,97.27358875
Bottlenose,bocas.T00000263.sel.56.ch01.ctr,T00000261,0.543744,55,7507.324219,7773.399353,8568.763733,9012.937546,9421.348572,10549.30687,12624.26376,14972.44835,16096.11511,16800.64201,17254.82941,17528.77235,17990.1123,18722.53418,18814.08691,19546.50879,19260.40649,18766.16478,18615.24582,18522.97783,17998.69537,17807.00684,17324.92447,16853.57094,16754.15039,16681.90956,16479.49219,16250.61035,16190.52887,15838.62305,15792.84668,15655.51758,15609.74121,15563.96484,15518.18848,15307.18803,15074.72992,14785.05135,14465.33203,14144.89746,13961.79199,13617.75398,13320.92285,13056.99348,12731.55212,12467.62276,12359.61914,12176.51367,11856.0791,11356.8306,10788.91754,10201.69258,9455.680847,8257.627487,5275.726318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,180,97.6906087
Bottlenose,bocas.T00000263.sel.71.ch01.ctr,T00000261,0.385706667,39,15426.63574,15833.61626,15655.51758,15431.64253,15380.85938,15221.35735,14750.00381,14694.21387,14465.33203,14114.85672,13916.01563,13482.57065,13458.25195,13281.58379,13183.59375,13092.04102,13000.48828,12771.60645,12680.05371,12555.59921,12408.25653,12303.11394,11856.0791,11459.82742,10757.44629,10437.01172,9488.582611,8102.416992,7186.889648,6838.560104,6637.573242,6454.467773,6454.467773,6683.349609,7099.628448,8000.850677,11939.04877,14783.62083,15930.17578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,5,98.79420056
Artificial_MSG,bocas.T00000263.sel.74.ch01.ctr,T00000261,0.180565333,19,14785.7666,14726.40038,14602.66113,14470.33882,14227.86713,13986.82594,13722.89658,13546.22841,13286.59058,13107.06139,12908.93555,12850.99983,12725.83008,12771.60645,12588.50098,12446.88034,12153.62549,11860.37064,11581.4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000341333,48,99.26823997
