Population,Individual,Song,pc_1_value,pc_2_value,# km_cats_2_value,# km_cats_3_value,# km_cats_4_value,# km_cats_5_value
,MSG,"T0000006.sel.234.ch01_1,1",0.027865541,-0.003685637,1,1,1,1
,MSG,"T0000006.sel.238.ch01_1,1",-0.036651205,-0.072194015,2,1,1,5
,MSG,"T0000006.sel.230.ch01_1,1",0.122424049,-0.045555832,1,3,3,1
,MSG,"T0000006.sel.228.ch01_1,1",0.131939792,-0.089380061,1,3,3,1
,MSG,"T0000006.sel.233.ch01_1,1",0.072114267,-0.0114034,1,1,1,1
,MSG,"T0000006.sel.237.ch01_1,1",-0.033321622,-0.050785173,2,1,1,5
,MSG,"T0000006.sel.229.ch01_1,1",0.19610747,-0.066321986,1,3,3,3
,MSG,"T0000006.sel.236.ch01_1,1",0.142691212,-0.000315186,1,3,3,1
,MSG,"T0000006.sel.243.ch01_1,1",-0.065096598,-0.070223796,2,1,1,5
,MSG,"T0000006.sel.240.ch01_1,1",-0.076862014,-0.067995141,2,1,1,5
,MSG,"T0000006.sel.242.ch01_1,1",-0.041502483,-0.068512555,2,1,1,5
,MSG,"T0000006.sel.251.ch01_1,1",-0.12826005,-0.077377856,2,2,2,2
,MSG,"T0000006.sel.250.ch01_1,1",-0.085880331,-0.076146898,2,2,1,5
,MSG,"T0000006.sel.247.ch01_1,1",-0.08512255,0.029179232,2,1,1,5
,MSG,"T0000006.sel.244.ch01_1,1",0.07170282,-0.010638942,1,1,1,1
,MSG,"T0000006.sel.245.ch01_1,1",0.120358365,-0.023121148,1,3,3,1
,MSG,"T0000006.sel.246.ch01_1,1",0.086102791,-0.051493281,1,3,3,1
,MSG,"T0000006.sel.252.ch01_1,1",0.104320439,0.015478758,1,3,3,1
,MSG,"T0000006.sel.252.ch01_1,2",0.128469641,0.00415653,1,3,3,1
,MSG,"T0000006.sel.248.ch01_1,1",0.135298395,-0.063351245,1,3,3,1
,MSG,"T0000006.sel.249.ch01_1,1",0.130014195,-0.043771488,1,3,3,1
,MSG,"T0000006.sel.253.ch01_1,1",0.082039288,-0.092736228,1,3,3,1
,MSG,"T0000006.sel.254.ch01_1,1",0.132153466,-0.075919036,1,3,3,1
,MSG,"T0000006.sel.256.ch01_1,1",0.140548791,-0.066333294,1,3,3,1
,MSG,"T0000006.sel.255.ch01_1,1",0.09476232,-0.064730302,1,3,3,1
,MSG,"T0000006.sel.257.ch01_1,1",0.146699685,-0.060855645,1,3,3,1
,MSG,"T0000006.sel.258.ch01_1,1",0.130525295,-0.086119085,1,3,3,1
,MSG,"T0000006.sel.262.ch01_1,1",0.087888862,-0.092996405,1,3,3,1
,MSG,"T0000006.sel.259.ch01_1,1",0.177186503,-0.062856715,1,3,3,3
,MSG,"T0000006.sel.260.ch01_1,1",0.185415809,-0.066185694,1,3,3,3
,MSG,"T0000006.sel.263.ch01_1,1",0.155450729,-0.057287514,1,3,3,3
,MSG,"T0000006.sel.266.ch01_1,1",0.034558015,-0.052881519,1,1,1,1
,MSG,"T0000006.sel.265.ch01_1,1",0.155124191,-0.071103617,1,3,3,3
,MSG,"T0000006.sel.264.ch01_1,1",0.11176142,-0.098222251,1,3,3,1
,MSG,"T0000006.sel.261.ch01_1,1",0.206123148,-0.069040499,1,3,3,3
,MSG,"T0000006.sel.269.ch01_1,1",0.129699069,-0.055843505,1,3,3,1
,MSG,"T0000006.sel.270.ch01_1,1",0.08601526,-0.085917627,1,3,3,1
,MSG,"T0000006.sel.271.ch01_1,1",0.117763224,-0.054128114,1,3,3,1
,MSG,"T0000006.sel.268.ch01_1,1",0.233857732,0.003588994,1,3,3,3
,MSG,"T0000006.sel.267.ch01_1,1",0.211856468,-0.043871404,1,3,3,3
,MSG,"T0000006.sel.274.ch01_1,1",0.230771134,-0.050129369,1,3,3,3
,MSG,"T0000006.sel.272.ch01_1,1",0.217936354,-0.076837567,1,3,3,3
,MSG,"T0000006.sel.273.ch01_1,1",0.203827307,-0.064955463,1,3,3,3
,MSG,"T0000006.sel.275.ch01_1,1",0.140007554,-0.062483295,1,3,3,1
,MSG,"T0000006.sel.304.ch01_1,1",-0.27344689,0.011359297,2,2,2,2
,MSG,"T0000006.sel.277.ch01_1,1",0.232599599,0.054714658,1,3,3,3
,MSG,"T0000006.sel.277.ch01_1,2",0.371181885,-0.075657523,1,3,3,3
,MSG,"T0000006.sel.280.ch01_1,1",0.224211943,0.024874265,1,3,3,3
,MSG,"T0000006.sel.276.ch01_1,1",0.165734353,-0.001658182,1,3,3,3
,MSG,"T0000006.sel.283.ch01_1,1",0.178180515,0.095965401,1,3,3,3
,MSG,"T0000006.sel.281.ch01_1,1",0.31884993,-0.010027436,1,3,3,3
,MSG,"T0000006.sel.284.ch01_1,1",0.479860401,0.030526476,1,3,3,3
,MSG,"T0000006.sel.284.ch01_1,2",0.310139289,-0.025851391,1,3,3,3
,MSG,"T0000006.sel.278.ch01_1,1",0.163016406,0.067360674,1,3,3,1
,MSG,"T0000006.sel.285.ch01_1,1",0.071482029,-0.012826909,1,1,1,1
,MSG,"T0000006.sel.279.ch01_1,1",0.348605713,-0.059028571,1,3,3,3
,MSG,"T0000006.sel.286.ch01_1,1",0.301517205,-0.044012175,1,3,3,3
,MSG,"T0000006.sel.282.ch01_1,1",0.309130964,-0.059949913,1,3,3,3
,MSG,"T0000006.sel.287.ch01_1,1",0.095265116,0.028793061,1,3,3,1
,MSG,"T0000006.sel.290.ch01_1,1",0.13533792,-0.04060323,1,3,3,1
,MSG,"T0000006.sel.291.ch01_1,1",0.110075342,-0.03309935,1,3,3,1
,MSG,"T0000006.sel.289.ch01_1,1",0.212422022,-0.044390004,1,3,3,3
,MSG,"T0000006.sel.288.ch01_1,1",0.185739911,-0.056189629,1,3,3,3
,MSG,"T0000006.sel.292.ch01_1,1",0.15997203,-0.060956861,1,3,3,3
,MSG,"T0000006.sel.293.ch01_1,1",0.138873987,0.036949399,1,3,3,1
,MSG,"T0000006.sel.303.ch01_1,1",-0.067445972,-0.056706005,2,1,1,5
,MSG,"T0000006.sel.294.ch01_1,1",0.137021951,-0.018180051,1,3,3,1
,MSG,"T0000006.sel.297.ch01_1,1",0.213680873,-0.149389045,1,3,3,3
,MSG,"T0000006.sel.296.ch01_1,1",0.167697401,-0.002417262,1,3,3,3
,MSG,"T0000006.sel.295.ch01_1,1",0.132197773,0.013211344,1,3,3,1
,MSG,"T0000006.sel.298.ch01_1,1",0.122106241,0.003799602,1,3,3,1
,MSG,"T0000006.sel.299.ch01_1,1",0.183263054,0.079895896,1,3,3,3
,MSG,"T0000006.sel.300.ch01_1,1",0.290648665,-0.035054313,1,3,3,3
,MSG,"T0000006.sel.302.ch01_1,1",0.297594384,-0.029497024,1,3,3,3
,MSG,"T0000006.sel.305.ch01_1,1",0.088617064,-0.096088737,1,3,3,1
,MSG,"T0000006.sel.305.ch01_1,2",-0.024068463,-0.030485419,2,1,1,5
,MSG,"T0000006.sel.301.ch01_1,1",0.358178249,-0.077814939,1,3,3,3
,MSG,"T0000006.sel.313.ch01_1,1",-0.210236656,0.13413754,2,2,2,2
,MSG,"T0000006.sel.306.ch01_1,1",0.165278607,-0.056845224,1,3,3,3
,MSG,"T0000006.sel.314.ch01_1,1",-0.069453363,0.064036305,2,1,1,5
,MSG,"T0000006.sel.307.ch01_1,1",0.208556028,0.004018758,1,3,3,3
,MSG,"T0000006.sel.308.ch01_1,1",0.164480668,-0.046846885,1,3,3,3
,MSG,"T0000006.sel.312.ch01_1,1",0.064729605,0.135847228,1,1,4,4
,MSG,"T0000006.sel.315.ch01_1,1",-0.048882081,0.203011665,2,1,4,4
,MSG,"T0000006.sel.309.ch01_1,1",0.154322521,-0.034510492,1,3,3,3
,MSG,"T0000006.sel.310.ch01_1,1",0.220532442,-0.066022789,1,3,3,3
,MSG,"T0000006.sel.311.ch01_1,1",0.186269919,-0.053371942,1,3,3,3
,MSG,"T0000006.sel.316.ch01_1,1",0.181435101,-0.055959503,1,3,3,3
,MSG,"T0000006.sel.316.ch01_1,2",0.366510543,-0.035007566,1,3,3,3
,MSG,"T0000006.sel.317.ch01_1,1",0.153805513,-0.059773279,1,3,3,3
,MSG,"T0000006.sel.323.ch01_1,1",-0.0319686,-0.038657681,2,1,1,5
,MSG,"T0000006.sel.319.ch01_1,1",0.142750346,0.008194932,1,3,3,1
,MSG,"T0000006.sel.318.ch01_1,1",0.266269321,-0.046419029,1,3,3,3
,MSG,"T0000006.sel.322.ch01_1,1",0.058480784,-0.019930011,1,1,1,1
,MSG,"T0000006.sel.321.ch01_1,1",0.217887604,-0.050618825,1,3,3,3
,MSG,"T0000006.sel.320.ch01_1,1",0.286348562,-0.066780729,1,3,3,3
,MSG,"T0000006.sel.324.ch01_1,1",0.030336544,-0.026164657,1,1,1,1
,MSG,"T0000006.sel.329.ch01_1,1",-0.060433973,-0.026367103,2,1,1,5
,MSG,"T0000006.sel.328.ch01_1,1",0.180864378,-0.060773549,1,3,3,3
,MSG,"T0000006.sel.326.ch01_1,1",0.118218608,-0.015341449,1,3,3,1
,MSG,"T0000006.sel.330.ch01_1,1",-0.024170323,-0.058286258,2,1,1,5
,MSG,"T0000006.sel.331.ch01_1,1",-0.110521411,-0.055015019,2,2,2,5
,MSG,"T0000006.sel.327.ch01_1,1",0.123844777,0.000703761,1,3,3,1
,MSG,"T0000006.sel.325.ch01_1,1",0.156107984,-0.042011492,1,3,3,3
,MSG,"T0000006.sel.335.ch01_1,1",-0.242165508,0.097025686,2,2,2,2
,MSG,"T0000006.sel.332.ch01_1,1",0.08324241,-0.055625418,1,3,3,1
,MSG,"T0000006.sel.334.ch01_1,1",-0.0341093,-0.057328615,2,1,1,5
,MSG,"T0000006.sel.339.ch01_1,1",-0.021622286,-0.095125704,2,1,1,5
,MSG,"T0000006.sel.339.ch01_1,2",0.179019831,0.054509948,1,3,3,3
,MSG,"T0000006.sel.339.ch01_1,3",0.097878931,0.021583346,1,3,3,1
,MSG,"T0000006.sel.338.ch01_1,1",-0.018378774,0.10502156,2,1,4,4
,MSG,"T0000006.sel.333.ch01_1,1",0.120479198,0.09268035,1,3,3,1
,MSG,"T0000006.sel.336.ch01_1,1",0.043630039,-0.049711319,1,1,1,1
,MSG,"T0000006.sel.340.ch01_1,1",-0.108516164,-0.077492524,2,2,2,5
,MSG,"T0000006.sel.337.ch01_1,1",0.193701757,-0.068130236,1,3,3,3
,MSG,"T0000006.sel.353.ch01_1,1",-0.123207821,-0.14693243,2,2,2,5
,MSG,"T0000006.sel.345.ch01_1,1",0.077956562,-0.065215136,1,3,3,1
,MSG,"T0000006.sel.352.ch01_1,1",-0.106947635,-0.182768077,2,2,1,5
,MSG,"T0000006.sel.341.ch01_1,1",0.120776731,0.048499881,1,3,3,1
,MSG,"T0000006.sel.361.ch01_1,1",-0.279704136,-0.112949749,2,2,2,2
,MSG,"T0000006.sel.344.ch01_1,1",0.169327023,0.065728768,1,3,3,3
,MSG,"T0000006.sel.344.ch01_1,2",0.314716931,-0.001879008,1,3,3,3
,MSG,"T0000006.sel.342.ch01_1,1",0.208060947,-0.015766004,1,3,3,3
,MSG,"T0000006.sel.343.ch01_1,1",0.098532694,0.068808187,1,3,3,1
,MSG,"T0000006.sel.346.ch01_1,1",0.147296155,-0.071755807,1,3,3,3
,MSG,"T0000006.sel.347.ch01_1,1",0.169070345,-0.070274847,1,3,3,3
,MSG,"T0000006.sel.354.ch01_1,1",0.121812906,-0.086446397,1,3,3,1
,MSG,"T0000006.sel.350.ch01_1,1",0.246617894,-0.073723559,1,3,3,3
,MSG,"T0000006.sel.348.ch01_1,1",0.21708141,-0.051683934,1,3,3,3
,MSG,"T0000006.sel.349.ch01_1,1",0.141685697,-0.049697146,1,3,3,1
,MSG,"T0000006.sel.359.ch01_1,1",-0.039095591,-0.04318859,2,1,1,5
,MSG,"T0000006.sel.351.ch01_1,1",0.165921677,0.044116597,1,3,3,3
,MSG,"T0000006.sel.362.ch01_1,1",0.08405832,-0.036164254,1,3,3,1
,MSG,"T0000006.sel.360.ch01_1,1",-0.092146467,-0.096664377,2,2,1,5
,MSG,"T0000006.sel.355.ch01_1,1",0.011569945,0.043850336,1,1,1,5
,MSG,"T0000006.sel.363.ch01_1,1",-0.059437019,-0.07650827,2,1,1,5
,MSG,"T0000006.sel.386.ch01_1,1",-0.337288678,-0.021524958,2,2,2,2
,MSG,"T0000006.sel.386.ch01_1,1",0.091638891,-0.01029537,1,3,3,1
,MSG,"T0000006.sel.386.ch01_1,2",-0.337012967,-0.024368909,2,2,2,2
,MSG,"T0000006.sel.358.ch01_1,1",0.115377707,-0.024933906,1,3,3,1
,MSG,"T0000006.sel.356.ch01_1,1",0.082656313,0.025162606,1,1,3,1
,MSG,"T0000006.sel.357.ch01_1,1",0.15634211,-0.01562471,1,3,3,3
,MSG,"T0000006.sel.364.ch01_1,1",-0.089869677,-0.085664484,2,2,1,5
,MSG,"T0000006.sel.365.ch01_1,1",-0.040600207,-0.026240209,2,1,1,5
,MSG,"T0000006.sel.369.ch01_1,1",-0.064998388,-0.098453618,2,1,1,5
,MSG,"T0000006.sel.366.ch01_1,1",0.044338866,-0.014891601,1,1,1,1
,MSG,"T0000006.sel.373.ch01_1,1",-0.02839426,-0.048204889,2,1,1,5
,MSG,"T0000006.sel.389.ch01_1,1",-0.358639072,-0.004079168,2,2,2,2
,MSG,"T0000006.sel.367.ch01_1,1",0.197218159,-0.0508744,1,3,3,3
,MSG,"T0000006.sel.370.ch01_1,1",0.211100672,-0.044231007,1,3,3,3
,MSG,"T0000006.sel.377.ch01_1,1",-0.062723981,-0.077006585,2,1,1,5
,MSG,"T0000006.sel.374.ch01_1,1",-0.058804455,-0.083320493,2,1,1,5
,MSG,"T0000006.sel.368.ch01_1,1",0.223684462,-0.052829241,1,3,3,3
,MSG,"T0000006.sel.372.ch01_1,1",-0.046289452,0.043749877,2,1,1,5
,MSG,"T0000006.sel.371.ch01_1,1",0.1052407,0.009177598,1,3,3,1
,MSG,"T0000006.sel.388.ch01_1,1",-0.223223918,-0.085516998,2,2,2,2
,MSG,"T0000006.sel.375.ch01_1,1",0.297886667,-0.067659326,1,3,3,3
,MSG,"T0000006.sel.376.ch01_1,1",0.178574477,-0.040664043,1,3,3,3
,MSG,"T0000006.sel.379.ch01_1,1",0.094194091,-0.058326272,1,3,3,1
,MSG,"T0000006.sel.382.ch01_1,1",-0.01635123,-0.039999686,2,1,1,5
,MSG,"T0000006.sel.380.ch01_1,1",0.12965392,-0.066447832,1,3,3,1
,MSG,"T0000006.sel.378.ch01_1,1",0.112339586,0.011142062,1,3,3,1
,MSG,"T0000006.sel.381.ch01_1,1",0.124699251,-0.042222754,1,3,3,1
,MSG,"T0000006.sel.384.ch01_1,1",0.129340404,-0.012544385,1,3,3,1
,MSG,"T0000006.sel.383.ch01_1,1",0.210292026,0.03212741,1,3,3,3
,MSG,"T0000006.sel.383.ch01_1,2",0.192786069,-0.036086443,1,3,3,3
,MSG,"T0000006.sel.385.ch01_1,1",0.154058744,0.05712899,1,3,3,1
,MSG,"T0000006.sel.387.ch01_1,1",0.082333174,-0.013056589,1,3,3,1
,MSG,"T0000006.sel.397.ch01_1,1",-0.089618028,-0.16926897,2,2,1,5
,MSG,"T0000006.sel.397.ch01_1,2",-0.159051098,0.087536706,2,2,2,2
,MSG,"T0000006.sel.399.ch01_1,1",-0.22900947,0.032428583,2,2,2,2
,MSG,"T0000006.sel.405.ch01_1,1",-0.139477245,-0.150439665,2,2,2,2
,MSG,"T0000006.sel.405.ch01_1,2",-0.17559695,0.059441535,2,2,2,2
,MSG,"T0000006.sel.391.ch01_1,1",0.123509036,-0.046025605,1,3,3,1
,MSG,"T0000006.sel.406.ch01_1,1",-0.285116148,-0.015534012,2,2,2,2
,MSG,"T0000006.sel.390.ch01_1,1",0.165249526,-0.055581203,1,3,3,3
,MSG,"T0000006.sel.392.ch01_1,1",0.12850629,-0.047325032,1,3,3,1
,MSG,"T0000006.sel.393.ch01_1,1",0.152279679,-0.101857258,1,3,3,3
,MSG,"T0000006.sel.398.ch01_1,1",-0.16109914,0.087509463,2,2,2,2
,MSG,"T0000006.sel.408.ch01_1,1",-0.332091529,0.047110939,2,2,2,2
,MSG,"T0000006.sel.410.ch01_1,1",-0.290964588,0.08923704,2,2,2,2
,MSG,"T0000006.sel.396.ch01_1,1",0.174669378,-0.055668224,1,3,3,3
,MSG,"T0000006.sel.394.ch01_1,1",0.12411337,-0.065945608,1,3,3,1
,MSG,"T0000006.sel.395.ch01_1,1",0.332655823,-0.094809173,1,3,3,3
,MSG,"T0000006.sel.395.ch01_1,2",0.19100029,-0.071737941,1,3,3,3
,MSG,"T0000006.sel.402.ch01_1,1",0.097069511,-0.077377234,1,3,3,1
,MSG,"T0000006.sel.402.ch01_1,2",0.172137783,-0.049481799,1,3,3,3
,MSG,"T0000006.sel.411.ch01_1,1",-0.331385182,0.04979865,2,2,2,2
,MSG,"T0000006.sel.407.ch01_1,1",-0.082275056,-0.043095825,2,1,1,5
,MSG,"T0000006.sel.401.ch01_1,1",0.115049964,-0.056120674,1,3,3,1
,MSG,"T0000006.sel.400.ch01_1,1",0.079661781,-0.08854274,1,3,3,1
,MSG,"T0000006.sel.412.ch01_1,1",-0.225885632,0.064982504,2,2,2,2
,MSG,"T0000006.sel.409.ch01_1,1",-0.087405513,0.0108039,2,1,1,5
,MSG,"T0000006.sel.404.ch01_1,1",0.156657649,-0.0473458,1,3,3,3
,MSG,"T0000006.sel.403.ch01_1,1",0.179567922,-0.014595271,1,3,3,3
,MSG,"T0000006.sel.417.ch01_1,1",-0.116102833,-0.14383485,2,2,2,5
,MSG,"T0000006.sel.419.ch01_1,1",-0.256820018,0.058273329,2,2,2,2
,MSG,"T0000006.sel.420.ch01_1,1",-0.285023528,0.081165072,2,2,2,2
,MSG,"T0000006.sel.418.ch01_1,1",-0.223512477,0.091680009,2,2,2,2
,MSG,"T0000006.sel.421.ch01_1,1",-0.235947817,0.088777454,2,2,2,2
,MSG,"T0000006.sel.428.ch01_1,1",-0.19024613,0.152126013,2,2,2,2
,MSG,"T0000006.sel.428.ch01_1,2",-0.121365055,0.101905126,2,2,4,4
,MSG,"T0000006.sel.426.ch01_1,1",-0.291868117,0.07325086,2,2,2,2
,MSG,"T0000006.sel.423.ch01_1,1",-0.212654335,0.068058949,2,2,2,2
,MSG,"T0000006.sel.413.ch01_1,1",0.09018703,0.03679166,1,3,3,1
,MSG,"T0000006.sel.413.ch01_1,2",0.172257669,-0.046868062,1,3,3,3
,MSG,"T0000006.sel.414.ch01_1,1",0.146866714,-0.028686253,1,3,3,1
,MSG,"T0000006.sel.415.ch01_1,1",0.150979655,-0.025456264,1,3,3,1
,MSG,"T0000006.sel.422.ch01_1,1",-0.189746512,0.08259329,2,2,2,2
,MSG,"T0000006.sel.416.ch01_1,1",0.180618929,0.000179465,1,3,3,3
,MSG,"T0000006.sel.429.ch01_1,1",-0.236139136,0.07092677,2,2,2,2
,MSG,"T0000006.sel.430.ch01_1,1",-0.217998357,0.05808326,2,2,2,2
,MSG,"T0000006.sel.431.ch01_1,1",-0.246204457,0.076024833,2,2,2,2
,MSG,"T0000006.sel.432.ch01_1,1",-0.223345662,0.089718908,2,2,2,2
,MSG,"T0000006.sel.443.ch01_1,1",-0.336616312,0.002519805,2,2,2,2
,MSG,"T0000006.sel.427.ch01_1,1",0.062533169,-0.023946041,1,1,1,1
,MSG,"T0000006.sel.424.ch01_1,1",0.271259359,-0.067619483,1,3,3,3
,MSG,"T0000006.sel.424.ch01_1,2",0.315048907,-0.068599354,1,3,3,3
,MSG,"T0000006.sel.425.ch01_1,1",0.129292675,0.120332387,1,3,3,1
,MSG,"T0000006.sel.435.ch01_1,1",-0.262324258,0.086516491,2,2,2,2
,MSG,"T0000006.sel.434.ch01_1,1",-0.252485105,0.093499738,2,2,2,2
,MSG,"T0000006.sel.433.ch01_1,1",-0.03800593,-0.07569916,2,1,1,5
,MSG,"T0000006.sel.436.ch01_1,1",-0.014110682,-0.045968988,2,1,1,5
,MSG,"T0000006.sel.438.ch01_1,1",-0.172616053,0.211276415,2,2,4,4
,MSG,"T0000006.sel.437.ch01_1,1",-0.063539807,-0.104987978,2,1,1,5
,MSG,"T0000006.sel.442.ch01_1,1",-0.326745407,0.072703651,2,2,2,2
,MSG,"T0000006.sel.441.ch01_1,1",-0.267229134,0.087365394,2,2,2,2
,MSG,"T0000006.sel.440.ch01_1,1",-0.081911883,-0.090782134,2,1,1,5
,MSG,"T0000006.sel.439.ch01_1,1",-0.062792089,-0.033236678,2,1,1,5
,MSG,"T0000006.sel.444.ch01_1,1",-0.248597986,0.147579764,2,2,2,2
,MSG,"T0000006.sel.446.ch01_1,1",-0.146621222,0.009523764,2,2,2,2
,MSG,"T0000006.sel.445.ch01_1,1",0.004728551,-0.029765323,1,1,1,5
,MSG,"T0000007.sel.04.ch01_1,1",-0.367266362,0.004117536,2,2,2,2
,MSG,"T0000007.sel.09.ch01_1,1",-0.272213421,-0.075352637,2,2,2,2
,MSG,"T0000007.sel.02.ch01_1,1",-0.234952183,0.042697965,2,2,2,2
,MSG,"T0000007.sel.10.ch01_1,1",-0.210696802,0.041517947,2,2,2,2
,MSG,"T0000007.sel.03.ch01_1,1",-0.005081446,0.069134312,2,1,1,4
,MSG,"T0000007.sel.05.ch01_1,1",-0.106431024,-0.049182716,2,2,2,5
,MSG,"T0000007.sel.01.ch01_1,1",-0.000465616,-0.087997547,1,1,1,5
,MSG,"T0000007.sel.06.ch01_1,1",-0.059991845,0.195410369,2,1,4,4
,MSG,"T0000007.sel.14.ch01_1,1",-0.02063297,-0.141812648,2,1,1,5
,MSG,"T0000007.sel.12.ch01_1,1",0.011455992,-0.028879362,1,1,1,5
,MSG,"T0000007.sel.08.ch01_1,1",0.086199872,0.016851255,1,3,3,1
,MSG,"T0000007.sel.13.ch01_1,1",0.059689328,0.009007232,1,1,1,1
,MSG,"T0000007.sel.07.ch01_1,1",-0.044030568,0.10531825,2,1,4,4
,MSG,"T0000007.sel.11.ch01_1,1",0.073845354,-0.012660831,1,1,1,1
,MSG,"T0000007.sel.20.ch01_1,1",-0.059303809,-0.024079427,2,1,1,5
,MSG,"T0000007.sel.15.ch01_1,1",-0.107982818,0.078981298,2,2,2,5
,MSG,"T0000007.sel.16.ch01_1,1",-0.072218358,-0.035851508,2,1,1,5
,MSG,"T0000007.sel.19.ch01_1,1",0.036887278,-0.014509738,1,1,1,1
,MSG,"T0000007.sel.32.ch01_1,1",-0.037859553,-0.067554265,2,1,1,5
,MSG,"T0000007.sel.24.ch01_1,1",-0.188955122,0.227305415,2,2,4,4
,MSG,"T0000007.sel.31.ch01_1,1",-0.136365886,-0.048815073,2,2,2,2
,MSG,"T0000007.sel.18.ch01_1,1",0.011318086,0.319542144,2,1,4,4
,MSG,"T0000007.sel.17.ch01_1,1",0.043879754,0.026296907,1,1,1,1
,MSG,"T0000007.sel.25.ch01_1,1",-0.108283126,0.245393149,2,1,4,4
,MSG,"T0000007.sel.26.ch01_1,1",0.040621137,-0.000560606,1,1,1,1
,MSG,"T0000007.sel.27.ch01_1,1",-0.098870821,-0.059005987,2,2,1,5
,MSG,"T0000007.sel.22.ch01_1,1",-0.003838715,0.05492194,2,1,1,5
,MSG,"T0000007.sel.21.ch01_1,1",0.091762136,0.079186423,1,1,3,1
,MSG,"T0000007.sel.29.ch01_1,1",-0.010037699,-0.021546632,2,1,1,5
,MSG,"T0000007.sel.23.ch01_1,1",0.039057217,0.007169621,1,1,1,1
,MSG,"T0000007.sel.28.ch01_1,1",0.088517191,0.035436532,1,3,3,1
,MSG,"T0000007.sel.35.ch01_1,1",-0.011046681,-0.026806859,2,1,1,5
,MSG,"T0000007.sel.34.ch01_1,1",0.032529169,-0.031054832,1,1,1,1
,MSG,"T0000007.sel.30.ch01_1,1",0.084311912,0.015350116,1,3,3,1
,MSG,"T0000007.sel.47.ch01_1,1",-0.088249384,0.005469113,2,1,1,5
,MSG,"T0000007.sel.39.ch01_1,1",-0.027879852,-0.044356462,2,1,1,5
,MSG,"T0000007.sel.45.ch01_1,1",-0.031597283,-0.024917922,2,1,1,5
,MSG,"T0000007.sel.33.ch01_1,1",0.063956484,0.132556162,1,1,4,4
,MSG,"T0000007.sel.46.ch01_1,1",-0.011641686,-0.042926925,2,1,1,5
,MSG,"T0000007.sel.36.ch01_1,1",0.092453739,-0.034702387,1,3,3,1
,MSG,"T0000007.sel.48.ch01_1,1",-0.04175467,-0.063772312,2,1,1,5
,MSG,"T0000007.sel.40.ch01_1,1",0.071478427,0.019776698,1,1,1,1
,MSG,"T0000007.sel.38.ch01_1,1",0.165002555,-0.038166506,1,3,3,3
,MSG,"T0000007.sel.44.ch01_1,1",0.154469532,-0.035955518,1,3,3,3
,MSG,"T0000007.sel.42.ch01_1,1",0.086192173,-0.023071723,1,3,3,1
,MSG,"T0000007.sel.57.ch01_1,1",-0.04459757,-0.071620348,2,1,1,5
,MSG,"T0000007.sel.56.ch01_1,1",-0.041993767,-0.058027578,2,1,1,5
,MSG,"T0000007.sel.43.ch01_1,1",0.068131576,0.017356463,1,1,1,1
,MSG,"T0000007.sel.37.ch01_1,1",0.183253943,-0.001793555,1,3,3,3
,MSG,"T0000007.sel.41.ch01_1,1",0.051256418,0.034699211,1,1,1,1
,MSG,"T0000007.sel.70.ch01_1,1",-0.053741483,-0.065744717,2,1,1,5
,MSG,"T0000007.sel.52.ch01_1,1",0.024213839,-0.069231046,1,1,1,5
,MSG,"T0000007.sel.68.ch01_1,1",-0.150397187,-0.17042948,2,2,2,2
,MSG,"T0000007.sel.55.ch01_1,1",-0.029322231,-0.041434853,2,1,1,5
,MSG,"T0000007.sel.60.ch01_1,1",0.113478076,0.033117383,1,3,3,1
,MSG,"T0000007.sel.60.ch01_1,2",0.189026645,-0.025455765,1,3,3,3
,MSG,"T0000007.sel.61.ch01_1,1",-0.059625283,-0.014984142,2,1,1,5
,MSG,"T0000007.sel.54.ch01_1,1",-0.015989853,0.040699248,2,1,1,5
,MSG,"T0000007.sel.49.ch01_1,1",0.130294972,-0.019981821,1,3,3,1
,MSG,"T0000007.sel.81.ch01_1,1",-0.143525268,-0.135379336,2,2,2,2
,MSG,"T0000007.sel.62.ch01_1,1",-0.030728082,-0.053745429,2,1,1,5
,MSG,"T0000007.sel.50.ch01_1,1",0.03506855,0.021896593,1,1,1,1
,MSG,"T0000007.sel.53.ch01_1,1",0.031393892,0.000911128,1,1,1,1
,MSG,"T0000007.sel.66.ch01_1,1",0.036942837,0.027468599,1,1,1,1
,MSG,"T0000007.sel.65.ch01_1,1",-0.019377082,-0.084261671,2,1,1,5
,MSG,"T0000007.sel.69.ch01_1,1",0.036030491,-0.065971575,1,1,1,1
,MSG,"T0000007.sel.51.ch01_1,1",0.21733328,-0.047601849,1,3,3,3
,MSG,"T0000007.sel.79.ch01_1,1",-0.094891542,-0.110811806,2,2,1,5
,MSG,"T0000007.sel.58.ch01_1,1",0.205133786,-0.073690204,1,3,3,3
,MSG,"T0000007.sel.80.ch01_1,1",-0.084839692,-0.049610574,2,1,1,5
,MSG,"T0000007.sel.82.ch01_1,1",-0.122219585,-0.038706671,2,2,2,5
,MSG,"T0000007.sel.63.ch01_1,1",0.070381315,-0.000318139,1,1,1,1
,MSG,"T0000007.sel.67.ch01_1,1",0.060225067,-0.009155767,1,1,1,1
,MSG,"T0000007.sel.59.ch01_1,1",0.27278455,-0.071150286,1,3,3,3
,MSG,"T0000007.sel.64.ch01_1,1",0.067738412,0.00063987,1,1,1,1
,MSG,"T0000007.sel.71.ch01_1,1",0.111643353,0.054156575,1,3,3,1
,MSG,"T0000007.sel.87.ch01_1,1",-0.070261398,-0.126169922,2,1,1,5
