Population,Individual,Song,pc_1_value,pc_2_value,# km_cats_2_value,# km_cats_3_value,# km_cats_4_value,# km_cats_5_value
,Guiana - Costa Rica,"sg.T00000005_1.sel.81.ch01_1,1",0.216820966,-0.009712853,1,3,3,3
,Guiana - Costa Rica,"sg.T00000005_1.sel.79.ch01_1,1",0.188700224,0.013557012,1,3,3,3
,Guiana - Costa Rica,"sg.T00000005_1.sel.80.ch01_1,1",0.108173848,-0.018240871,1,3,3,1
,Guiana - Costa Rica,"sg.T00000005_1.sel.83.ch01_1,1",0.198838236,-0.024420079,1,3,3,3
,Guiana - Costa Rica,"sg.T00000005_1.sel.89.ch01_1,1",0.132909044,-0.001493334,1,3,3,1
,Guiana - Costa Rica,"sg.T00000005_1.sel.93.ch01_1,1",0.403825023,-0.106498447,1,3,3,3
,Guiana - Costa Rica,"sg.T00000005_1.sel.93.ch01_1,2",0.055488072,-0.064806326,1,1,1,1
,Guiana - Costa Rica,"sg.T00000005_1.sel.93.ch01_1,3",0.403156547,-0.102016659,1,3,3,3
,Guiana - Costa Rica,"sg.T00000005_1.sel.85.ch01_1,1",0.217111066,-0.007890093,1,3,3,3
,Guiana - Costa Rica,"sg.T00000005_1.sel.96.ch01_1,1",-0.03669201,-0.041248796,2,1,1,5
,Guiana - Costa Rica,"sg.T00000005_1.sel.91.ch01_1,1",0.089623944,-0.040118407,1,3,3,1
,Guiana - Costa Rica,"sg.T00000005_1.sel.90.ch01_1,1",0.198765148,0.099543462,1,3,3,3
,Guiana - Costa Rica,"sg.T00000005_1.sel.92.ch01_1,1",0.147257561,-0.037959997,1,3,3,1
,Guiana - Costa Rica,"sg.T00000005_1.sel.95.ch01_1,1",0.065377852,0.006087606,1,1,1,1
,Guiana - Costa Rica,"sg.T00000005_1.sel.99.ch01_1,1",0.261172486,-0.056673486,1,3,3,3
,Guiana - Costa Rica,"sg.T00000005_1.sel.97.ch01_1,1",0.188480995,-0.015284391,1,3,3,3
,Guiana - Costa Rica,"sg.T00000005_1.sel.104.ch01_1,1",0.104039197,0.009618802,1,3,3,1
,Guiana - Costa Rica,"sg.T00000005_1.sel.105.ch01_1,1",0.056781493,-0.027982787,1,1,1,1
,Guiana - Costa Rica,"sg.T00000005_1.sel.110.ch01_1,1",-0.034508393,-0.031159164,2,1,1,5
,Guiana - Costa Rica,"sg.T00000005_1.sel.103.ch01_1,1",0.139343698,-0.015562928,1,3,3,1
,Guiana - Costa Rica,"sg.T00000005_1.sel.110.ch01_1,1",-0.035662436,-0.032881308,2,1,1,5
,Guiana - Costa Rica,"sg.T00000005_1.sel.98.ch01_1,1",0.239293799,-0.012283072,1,3,3,3
,Guiana - Costa Rica,"sg.T00000005_1.sel.100.ch01_1,1",0.248691894,-0.060818634,1,3,3,3
,Guiana - Costa Rica,"sg.T00000005_1.sel.101.ch01_1,1",0.180790448,-0.002419626,1,3,3,3
,Guiana - Costa Rica,"sg.T00000005_1.sel.109.ch01_1,1",0.078067537,-0.023632158,1,3,3,1
,Guiana - Costa Rica,"sg.T00000005_1.sel.102.ch01_1,1",0.190561527,0.000510265,1,3,3,3
,Guiana - Costa Rica,"sg.T00000005_1.sel.113.ch01_1,1",0.113930213,0.047551411,1,3,3,1
,Guiana - Costa Rica,"sg.T00000005_1.sel.115.ch01_1,1",0.088493416,0.088031298,1,1,3,1
,Guiana - Costa Rica,"sg.T00000005_1.sel.106.ch01_1,1",0.203067016,0.007881168,1,3,3,3
,Guiana - Costa Rica,"sg.T00000005_1.sel.111.ch01_1,1",0.030341639,0.102023649,1,1,4,4
,Guiana - Costa Rica,"sg.T00000005_1.sel.117.ch01_1,1",0.100989018,0.117083043,1,1,4,1
,Guiana - Costa Rica,"sg.T00000005_1.sel.107.ch01_1,1",0.104942668,0.010093389,1,3,3,1
,Guiana - Costa Rica,"sg.T00000005_1.sel.108.ch01_1,1",0.200722754,-0.011068314,1,3,3,3
,Guiana - Costa Rica,"sg.T00000005_1.sel.118.ch01_1,1",0.077567383,0.037345815,1,1,3,1
,Guiana - Costa Rica,"sg.T00000005_1.sel.112.ch01_1,1",0.081065349,0.096644237,1,1,4,1
,Guiana - Costa Rica,"sg.T00000005_1.sel.119.ch01_1,1",0.136862347,0.055420525,1,3,3,1
,Guiana - Costa Rica,"sg.T00000005_1.sel.114.ch01_1,1",0.118180448,0.046327402,1,3,3,1
,Guiana - Costa Rica,"sg.T00000005_1.sel.116.ch01_1,1",0.060145889,0.101554788,1,1,4,4
,Guiana - Costa Rica,"sg.T00000005_1.sel.121.ch01_1,1",0.087179987,0.009646943,1,3,3,1
,Guiana - Costa Rica,"sg.T00000005_1.sel.120.ch01_1,1",0.067472206,0.141467042,1,1,4,4
,Guiana - Costa Rica,"sg.241015_0418.sel.08.ch02._1,1",-0.075191541,-0.112381599,2,1,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.09.ch02._1,1",-0.066612178,-0.095993366,2,1,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.07.ch02._1,1",-0.060807277,-0.034249611,2,1,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.13.ch02._1,1",-0.079005183,-0.096658523,2,1,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.10.ch02._1,1",-0.102407335,-0.115697925,2,2,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.30.ch02._1,1",-0.125389149,0.037630531,2,2,2,2
,Guiana - Costa Rica,"sg.241015_0418.sel.30.ch02._1,2",-0.004654462,0.055087493,2,1,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.12.ch02._1,1",-0.004794979,-0.06873479,1,1,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.29.ch02._1,1",-0.063665543,0.036046681,2,1,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.29.ch02._1,2",-0.030286249,0.095420754,2,1,4,4
,Guiana - Costa Rica,"sg.241015_0418.sel.19.ch02._1,1",-0.128316487,0.022247818,2,2,2,2
,Guiana - Costa Rica,"sg.241015_0418.sel.05.ch02._1,1",0.132588338,-0.011425461,1,3,3,1
,Guiana - Costa Rica,"sg.241015_0418.sel.17.ch02._1,1",0.072435963,-0.082717029,1,3,1,1
,Guiana - Costa Rica,"sg.241015_0418.sel.03.ch02._1,1",0.223144845,-0.032524034,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0418.sel.20.ch02._1,1",-0.076674616,0.040757402,2,1,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.01.ch02._1,1",0.085057826,0.025672153,1,3,3,1
,Guiana - Costa Rica,"sg.241015_0418.sel.18.ch02._1,1",0.284530341,-0.069331028,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0418.sel.18.ch02._1,2",0.262792765,-0.058422239,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0418.sel.18.ch02._1,3",0.236510139,-0.053968665,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0418.sel.14.ch02._1,1",0.069878426,0.008278662,1,1,1,1
,Guiana - Costa Rica,"sg.241015_0418.sel.06.ch02._1,1",0.159915625,0.003435834,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0418.sel.21.ch01._1,1",-0.066840204,-0.001720765,2,1,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.15.ch02._1,1",0.168653527,0.018397859,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0418.sel.04.ch02._1,1",0.184524639,-0.070374918,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0418.sel.02.ch02._1,1",0.144275474,0.016960454,1,3,3,1
,Guiana - Costa Rica,"sg.241015_0418.sel.28.ch02._1,1",-0.030057063,0.027033066,2,1,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.23.ch01._1,1",-0.062982778,0.035618341,2,1,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.11.ch02._1,1",0.121341638,0.003982086,1,3,3,1
,Guiana - Costa Rica,"sg.241015_0418.sel.38.ch02._1,1",-0.065833885,-0.106712311,2,1,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.32.ch01._1,1",-0.104063015,0.035368181,2,2,2,5
,Guiana - Costa Rica,"sg.241015_0418.sel.16.ch02._1,1",0.037453309,-0.007954503,1,1,1,1
,Guiana - Costa Rica,"sg.241015_0418.sel.27.ch02._1,1",-0.097986216,0.041371754,2,2,2,5
,Guiana - Costa Rica,"sg.241015_0418.sel.35.ch02._1,1",-0.123725978,0.036560591,2,2,2,2
,Guiana - Costa Rica,"sg.241015_0418.sel.24.ch01._1,1",-0.01944319,0.006376202,2,1,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.31.ch02._1,1",-0.046675338,0.073339264,2,1,4,5
,Guiana - Costa Rica,"sg.241015_0418.sel.37.ch02._1,1",-0.010649993,-0.074900042,2,1,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.37.ch02._1,2",-0.10965705,0.024237091,2,2,2,5
,Guiana - Costa Rica,"sg.241015_0418.sel.22.ch01._1,1",0.013413192,0.065160738,1,1,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.49.ch02._1,1",-0.10358995,-0.115016483,2,2,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.40.ch02._1,1",-0.079725224,-0.184429193,2,2,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.41.ch02._1,1",-0.054914683,-0.096522605,2,1,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.39.ch01._1,1",-0.134178383,0.01390365,2,2,2,2
,Guiana - Costa Rica,"sg.241015_0418.sel.47.ch02._1,1",-0.104462602,-0.081990033,2,2,2,5
,Guiana - Costa Rica,"sg.241015_0418.sel.34.ch02._1,1",-0.042655195,0.023960615,2,1,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.33.ch02._1,1",-0.001591524,0.047442184,1,1,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.48.ch02._1,1",-0.090298256,-0.062137927,2,2,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.50.ch02._1,1",-0.079251309,-0.086896596,2,1,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.36.ch02._1,1",0.32233553,-0.07814215,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0418.sel.42.ch02._1,1",0.021815305,-0.063706597,1,1,1,5
,Guiana - Costa Rica,"sg.241015_0418.sel.45.ch02._1,1",0.14363299,-0.068565871,1,3,3,1
,Guiana - Costa Rica,"sg.241015_0418.sel.44.ch02._1,1",0.171189429,0.015160321,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0418.sel.43.ch02._1,1",0.136745551,-0.012406242,1,3,3,1
,Guiana - Costa Rica,"sg.241015_0418.sel.46.ch02._1,1",0.106228029,-0.035841636,1,3,3,1
,Guiana - Costa Rica,"sg.241015_0418.sel.53.ch02._1,1",0.064575217,-0.038605241,1,1,1,1
,Guiana - Costa Rica,"sg.241015_0418.sel.54.ch02._1,1",0.141169405,-0.030662161,1,3,3,1
,Guiana - Costa Rica,"sg.241015_0418.sel.51.ch01._1,1",0.111643698,-0.020034811,1,3,3,1
,Guiana - Costa Rica,"sg.241015_0418.sel.55.ch01._1,1",0.123151309,-0.047637547,1,3,3,1
,Guiana - Costa Rica,"sg.241015_0418.sel.52.ch01._1,1",0.213346232,-0.042551079,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0417.sel.16.ch02._1,1",-0.250879438,-0.142649272,2,2,2,2
,Guiana - Costa Rica,"sg.241015_0417.sel.05.ch01._1,1",-0.139555618,-0.159828516,2,2,2,2
,Guiana - Costa Rica,"sg.241015_0417.sel.04.ch02._1,1",-0.087703974,-0.167991695,2,2,1,5
,Guiana - Costa Rica,"sg.241015_0417.sel.03.ch02._1,1",0.082032075,-0.013829082,1,3,3,1
,Guiana - Costa Rica,"sg.241015_0417.sel.14.ch02._1,1",0.030244485,0.024859599,1,1,1,1
,Guiana - Costa Rica,"sg.241015_0417.sel.12.ch02._1,1",0.229014682,-0.028579526,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0417.sel.02.ch01._1,1",-0.019302094,-0.11084199,2,1,1,5
,Guiana - Costa Rica,"sg.241015_0417.sel.15.ch02._1,1",-0.137386034,0.034416549,2,2,2,2
,Guiana - Costa Rica,"sg.241015_0417.sel.06.ch02._1,1",0.024767799,0.049710522,1,1,1,1
,Guiana - Costa Rica,"sg.241015_0417.sel.07.ch02._1,1",-0.063738498,0.048060584,2,1,1,5
,Guiana - Costa Rica,"sg.241015_0417.sel.01.ch01._1,1",0.148365633,-0.027472646,1,3,3,1
,Guiana - Costa Rica,"sg.241015_0417.sel.09.ch02._1,1",0.217020175,-0.057065941,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0417.sel.09.ch02._1,2",0.231565762,-0.043414126,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0417.sel.09.ch02._1,3",0.27734581,-0.062370006,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0417.sel.10.ch01._1,1",0.054876458,0.092162554,1,1,4,4
,Guiana - Costa Rica,"sg.241015_0417.sel.08.ch02._1,1",0.164651612,-0.003241963,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0417.sel.17.ch02._1,1",-0.019996579,0.06484995,2,1,1,5
,Guiana - Costa Rica,"sg.241015_0417.sel.25.ch02._1,1",0.272097405,-0.061631189,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0417.sel.25.ch02._1,2",0.279419526,-0.060060624,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0417.sel.25.ch02._1,3",0.220357774,-0.048728418,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0417.sel.25.ch02._1,4",0.271706471,-0.064391671,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0417.sel.25.ch02._1,5",0.251972125,-0.019424578,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0417.sel.25.ch02._1,6",0.305109042,-0.087724726,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0417.sel.11.ch02._1,1",0.081162961,0.19893712,1,1,4,4
,Guiana - Costa Rica,"sg.241015_0417.sel.13.ch02._1,1",0.151262474,0.122395139,1,3,3,1
,Guiana - Costa Rica,"sg.241015_0417.sel.18.ch02._1,1",0.048356519,0.045349782,1,1,1,1
,Guiana - Costa Rica,"sg.241015_0417.sel.19.ch02._1,1",-0.005931222,0.082744108,2,1,4,4
,Guiana - Costa Rica,"sg.241015_0417.sel.21.ch02._1,1",0.176059885,0.059900882,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0417.sel.21.ch02._1,2",0.159925876,0.006968312,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0417.sel.22.ch02._1,1",0.179602572,0.005781095,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0417.sel.23.ch01._1,1",0.005548472,0.040048403,1,1,1,5
,Guiana - Costa Rica,"sg.241015_0417.sel.30.ch01._1,1",0.120852671,-0.02771791,1,3,3,1
,Guiana - Costa Rica,"sg.241015_0417.sel.32.ch02._1,1",-0.081068714,0.024792267,2,1,1,5
,Guiana - Costa Rica,"sg.241015_0417.sel.26.ch01._1,1",0.158010354,0.032492312,1,3,3,1
,Guiana - Costa Rica,"sg.241015_0417.sel.24.ch01._1,1",0.209878678,-0.020651888,1,3,3,3
,Guiana - Costa Rica,"sg.241015_0417.sel.29.ch01._1,1",0.009731467,0.005792222,1,1,1,5
,Guiana - Costa Rica,"sg.241015_0417.sel.31.ch02._1,1",0.156697181,-0.006185033,1,3,3,3
,Guiana - Costa Rica,"sg.241014_0415.sel.02.ch02._1,1",-0.194217432,0.129005792,2,2,2,2
,Guiana - Costa Rica,"sg.241014_0415.sel.06.ch02._1,1",-0.180076685,0.134349563,2,2,2,2
,Guiana - Costa Rica,"sg.241014_0415.sel.08.ch02._1,1",-0.198559626,0.129405915,2,2,2,2
,Guiana - Costa Rica,"sg.241014_0415.sel.04.ch02._1,1",-0.077901762,0.160440293,2,1,4,4
,Guiana - Costa Rica,"sg.241014_0415.sel.01.ch02._1,1",-0.037728092,0.166550775,2,1,4,4
,Guiana - Costa Rica,"sg.241014_0415.sel.05.ch02._1,1",-0.09144546,0.148802956,2,1,4,4
,Guiana - Costa Rica,"sg.241014_0415.sel.03.ch02._1,1",-0.057511734,0.121642952,2,1,4,4
,Guiana - Costa Rica,"sg.241014_0415.sel.07.ch02._1,1",-0.086923317,0.1411443,2,1,4,4
,Guiana - Costa Rica,"sg.241014_0414.sel.03.ch02._1,1",-0.336650182,-0.049982965,2,2,2,2
,Guiana - Costa Rica,"sg.241014_0414.sel.04.ch02._1,1",-0.323725463,-0.080211257,2,2,2,2
,Guiana - Costa Rica,"sg.241014_0414.sel.06.ch02._1,1",-0.299298241,-3.65461E-05,2,2,2,2
,Guiana - Costa Rica,"sg.241014_0414.sel.08.ch02._1,1",-0.064151647,0.164064296,2,1,4,4
,Guiana - Costa Rica,"sg.241014_0414.sel.08.ch02._1,2",-0.085225824,0.151466079,2,1,4,4
,Guiana - Costa Rica,"sg.241014_0414.sel.05.ch02._1,1",-0.116805666,0.190065689,2,2,4,4
,Guiana - Costa Rica,"sg.241014_0414.sel.05.ch02._1,2",-0.187934469,0.125411805,2,2,2,2
,Guiana - Costa Rica,"sg.241014_0414.sel.07.ch02._1,1",-0.294366878,0.058207131,2,2,2,2
,Guiana - Costa Rica,"sg.241014_0414.sel.09.ch02._1,1",-0.179910402,0.061241955,2,2,2,2
,Guiana - Costa Rica,"sg.241014_0413.sel.01.ch01._1,1",-0.305232244,0.109408932,2,2,2,2
,Guiana - Costa Rica,"sg.241012_0403.sel.20.ch02._1,1",-0.140818151,-0.036165355,2,2,2,2
,Guiana - Costa Rica,"sg.241012_0403.sel.01.ch02._1,1",0.086713094,0.020837239,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0403.sel.07.ch02._1,1",0.11630821,0.054581548,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0403.sel.02.ch02._1,1",0.108158178,0.039362019,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0403.sel.03.ch02._1,1",0.108422715,0.021395145,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0403.sel.04.ch02._1,1",0.116418896,-0.005579866,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0403.sel.08.ch02._1,1",0.120477814,0.052887864,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0403.sel.09.ch02._1,1",0.120305739,0.033475587,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0403.sel.10.ch02._1,1",0.111121982,0.057835947,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0403.sel.11.ch02._1,1",0.14093528,-0.000673278,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0403.sel.15.ch02._1,1",0.12869982,-0.000287237,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0403.sel.06.ch02._1,1",0.113148807,0.035241042,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0403.sel.21.ch01._1,1",0.102510972,0.060995487,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0403.sel.19.ch02._1,1",0.109191853,0.071187404,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0403.sel.05.ch02._1,1",0.107200124,0.054204427,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0403.sel.16.ch02._1,1",0.206835593,0.044824226,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0403.sel.18.ch02._1,1",0.218262121,0.028943184,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0403.sel.17.ch02._1,1",0.197410638,0.042784073,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0403.sel.23.ch02._1,1",0.163667126,0.115335461,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0403.sel.24.ch02._1,1",0.145143573,0.122381075,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.05.ch02._1,1",0.109335005,-0.034008768,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.03.ch02._1,1",0.09521,-0.021912924,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.02.ch02._1,1",0.128306279,-0.030614836,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.07.ch02._1,1",0.144265896,-0.032520159,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.06.ch02._1,1",0.118549235,-0.027391368,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.04.ch02._1,1",0.168575722,-0.023630186,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.12.ch02._1,1",0.121328538,-0.022766727,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.08.ch02._1,1",0.142108055,-0.029745025,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.17.ch02._1,1",0.17099744,-0.015392655,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.15.ch02._1,1",0.14337018,-0.022878179,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.52.ch02._1,1",0.065598028,-0.053709179,1,1,1,1
,Guiana - Costa Rica,"sg.241012_0402.sel.09.ch02._1,1",0.160599432,-0.03692887,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.01.ch02._1,1",0.114904247,-0.000111745,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.14.ch02._1,1",0.129396817,-0.025385099,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.18.ch02._1,1",0.132489561,-0.026100142,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.24.ch02._1,1",0.107736354,-0.02295346,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.42.ch01._1,1",0.080668663,-0.042861262,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.13.ch02._1,1",0.134472877,-0.0308629,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.16.ch02._1,1",0.175892996,-0.035524788,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.37.ch02._1,1",0.131487774,-0.035115751,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.11.ch01._1,1",0.23364054,-0.051322324,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.10.ch02._1,1",0.166794365,-0.031556727,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.19.ch02._1,1",0.146037026,-0.03246703,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.21.ch02._1,1",0.139041661,-0.034188013,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.34.ch01._1,1",0.115600473,-0.025353509,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.23.ch02._1,1",0.180148083,-0.029462476,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.25.ch02._1,1",0.159469588,-0.044147976,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.22.ch02._1,1",0.181872032,-0.009726235,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.27.ch02._1,1",0.158585461,-0.044823224,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.30.ch02._1,1",0.122946495,-0.03062407,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.33.ch02._1,1",0.138423605,-0.006672792,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.20.ch02._1,1",0.164277288,-0.033319757,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.26.ch02._1,1",0.18400879,-0.049284472,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.35.ch02._1,1",0.111898203,0.018391216,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.38.ch02._1,1",0.12447239,-0.032195607,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.29.ch02._1,1",0.190008008,-0.034411183,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.68.ch02._1,1",0.081874063,-0.040745932,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.46.ch02._1,1",0.217479812,-0.051864594,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.41.ch02._1,1",0.141708826,-0.037063851,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.31.ch02._1,1",0.158326949,-0.039160502,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.28.ch02._1,1",0.167340986,-0.039558182,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.32.ch02._1,1",0.203563478,-0.03939455,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.36.ch02._1,1",0.1416799,-0.016014359,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.40.ch02._1,1",0.132258908,-0.021268898,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.39.ch02._1,1",0.133480961,-0.016767277,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.45.ch02._1,1",0.160724423,-0.037769894,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.47.ch02._1,1",0.173149723,-0.035087563,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.44.ch02._1,1",0.139018147,-0.030843142,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.58.ch02._1,1",0.138750926,-0.029986483,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.48.ch02._1,1",0.145383442,-0.02911358,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.51.ch02._1,1",0.194226228,-0.050231578,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.53.ch01._1,1",0.157627808,-0.02897024,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.69.ch02._1,1",0.129005585,-0.035577564,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.67.ch02._1,1",0.098370114,-0.008037408,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.55.ch02._1,1",0.122715729,-0.039785542,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.43.ch02._1,1",0.147544374,-0.034931549,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.63.ch02._1,1",0.098345757,-0.025547352,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.49.ch02._1,1",0.19297835,-0.044187683,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.50.ch02._1,1",0.12262766,-0.016111784,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.54.ch02._1,1",0.15142879,-0.04286359,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.56.ch02._1,1",0.136177364,-0.028110786,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.71.ch02._1,1",0.193338104,-0.049380465,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.61.ch02._1,1",0.16621582,-0.028134895,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.59.ch02._1,1",0.157938064,-0.030940245,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.64.ch02._1,1",0.12235476,-0.019801251,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.60.ch02._1,1",0.157479274,-0.037227362,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.65.ch02._1,1",0.14414785,-0.031622876,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.62.ch02._1,1",0.134989078,-0.029438379,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.66.ch02._1,1",0.138676541,-0.023698503,1,3,3,1
,Guiana - Costa Rica,"sg.241012_0402.sel.73.ch02._1,1",0.237602675,-0.021936601,1,3,3,3
,Guiana - Costa Rica,"sg.241012_0402.sel.73.ch02._1,1",0.217251489,-0.011714918,1,3,3,3
