Group,category,type,Group_full,,,
Shared Across 2 or More Contexts,329,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,350,Downsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,353,Sine,Shared - msg and sg,,,
Shared Across 2 or More Contexts,381,Downsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,383,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,386,Sine,Shared - msg and sg,,,
Shared Across 2 or More Contexts,401,Constant,Shared - msg and sg,,,
Shared Across 2 or More Contexts,403,Sine,Shared - msg and sg,,,
Shared Across 2 or More Contexts,408,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,419,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,436,Convex,Shared - msg and sg,,,
Shared Across 2 or More Contexts,480,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,488,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,495,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,519,Downsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,531,Concave,Shared - msg and sg,,,
Shared Across 2 or More Contexts,541,Concave,Shared - msg and sg,,,
Shared Across 2 or More Contexts,543,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,547,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,550,Convex,Shared - msg and sg,,,
Shared Across 2 or More Contexts,567,Constant,Shared - msg and sg,,,
Shared Across 2 or More Contexts,580,Convex,Shared - msg and sg,,,
Shared Across 2 or More Contexts,602,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,648,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,671,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,704,Sine,Shared - msg and sg,,,
Shared Across 2 or More Contexts,711,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,728,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,732,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,752,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,754,Convex,Shared - msg and sg,,,
Shared Across 2 or More Contexts,784,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,808,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,841,Sine,Shared - msg and sg,,,
Shared Across 2 or More Contexts,874,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,880,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,886,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,890,Concave,Shared - msg and sg,,,
Shared Across 2 or More Contexts,894,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,905,Downsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,907,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,914,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,924,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,925,Downsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,927,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,939,Convex,Shared - msg and sg,,,
Shared Across 2 or More Contexts,944,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,959,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,961,Constant,Shared - msg and sg,,,
Shared Across 2 or More Contexts,974,Convex,Shared - msg and sg,,,
Shared Across 2 or More Contexts,975,Downsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,979,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,983,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,986,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1012,Sine,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1019,Sine,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1029,Sine,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1041,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1043,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1083,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1089,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1096,Constant,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1099,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1120,Sine,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1135,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1171,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1176,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1178,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1224,Downsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1238,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1247,Concave,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1257,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1306,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1327,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1350,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1372,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1383,Sine,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1396,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1400,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1410,Convex,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1434,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1441,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1457,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1466,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1488,Concave,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1505,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1569,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1579,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1584,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1592,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1652,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1690,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1697,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1733,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1741,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1755,Concave,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1759,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1784,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1845,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1866,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1875,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1876,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1884,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1926,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1927,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1931,Upsweep,Shared - msg and sg,,,
Shared Across 2 or More Contexts,1,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,3,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,11,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,16,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,29,Constant,Shared - msg and tt,,,
Shared Across 2 or More Contexts,32,Convex,Shared - msg and tt,,,
Shared Across 2 or More Contexts,43,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,46,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,47,Convex,Shared - msg and tt,,,
Shared Across 2 or More Contexts,60,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,73,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,75,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,77,Convex,Shared - msg and tt,,,
Shared Across 2 or More Contexts,78,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,82,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,83,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,90,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,91,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,92,Convex,Shared - msg and tt,,,
Shared Across 2 or More Contexts,97,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,105,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,106,Convex,Shared - msg and tt,,,
Shared Across 2 or More Contexts,108,Convex,Shared - msg and tt,,,
Shared Across 2 or More Contexts,110,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,112,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,114,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,115,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,120,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,121,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,147,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,162,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,165,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,171,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,176,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,184,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,190,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,203,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,211,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,216,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,232,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,244,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,245,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,248,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,251,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,253,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,262,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,263,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,265,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,275,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,279,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,290,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,294,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,295,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,296,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,310,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,312,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,313,Convex,Shared - msg and tt,,,
Shared Across 2 or More Contexts,324,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,335,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,338,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,345,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,357,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,363,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,374,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,376,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,390,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,391,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,392,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,394,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,395,Constant,Shared - msg and tt,,,
Shared Across 2 or More Contexts,397,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,399,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,402,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,406,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,407,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,409,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,411,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,415,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,416,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,420,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,421,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,431,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,435,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,441,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,459,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,461,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,468,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,472,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,476,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,487,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,497,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,500,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,509,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,521,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,524,Convex,Shared - msg and tt,,,
Shared Across 2 or More Contexts,526,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,552,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,561,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,586,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,589,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,591,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,603,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,607,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,622,Convex,Shared - msg and tt,,,
Shared Across 2 or More Contexts,630,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,639,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,640,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,641,Convex,Shared - msg and tt,,,
Shared Across 2 or More Contexts,645,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,653,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,655,Convex,Shared - msg and tt,,,
Shared Across 2 or More Contexts,664,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,675,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,676,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,677,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,678,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,698,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,705,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,714,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,734,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,753,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,757,Constant,Shared - msg and tt,,,
Shared Across 2 or More Contexts,763,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,795,Convex,Shared - msg and tt,,,
Shared Across 2 or More Contexts,817,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,834,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,839,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,879,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,888,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,889,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,896,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,900,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,903,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,909,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,910,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,932,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,943,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,945,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,960,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,965,Downsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,970,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,981,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,982,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,988,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,995,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1013,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1014,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1035,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1036,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1059,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1065,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1072,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1079,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1095,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1097,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1107,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1126,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1130,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1139,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1144,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1149,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1165,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1170,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1173,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1182,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1191,Concave,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1193,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1199,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1201,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1214,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1215,Sine,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1217,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1226,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1231,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1234,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1240,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1256,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1296,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1304,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1311,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1316,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1322,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1333,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1351,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1361,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1366,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1422,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1438,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1462,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1528,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1534,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1538,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1573,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1676,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1682,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1692,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1730,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1764,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1766,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1812,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1852,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1898,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1935,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,1938,Upsweep,Shared - msg and tt,,,
Shared Across 2 or More Contexts,36,Convex,Shared - sg and tt,,,
Shared Across 2 or More Contexts,41,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,74,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,107,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,111,Constant,Shared - sg and tt,,,
Shared Across 2 or More Contexts,124,Constant,Shared - sg and tt,,,
Shared Across 2 or More Contexts,126,Downsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,148,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,157,Constant,Shared - sg and tt,,,
Shared Across 2 or More Contexts,173,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,189,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,215,Downsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,269,Concave,Shared - sg and tt,,,
Shared Across 2 or More Contexts,283,Convex,Shared - sg and tt,,,
Shared Across 2 or More Contexts,308,Sine,Shared - sg and tt,,,
Shared Across 2 or More Contexts,373,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,404,Convex,Shared - sg and tt,,,
Shared Across 2 or More Contexts,426,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,511,Convex,Shared - sg and tt,,,
Shared Across 2 or More Contexts,523,Sine,Shared - sg and tt,,,
Shared Across 2 or More Contexts,584,Downsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,623,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,673,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,694,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,746,Convex,Shared - sg and tt,,,
Shared Across 2 or More Contexts,799,Concave,Shared - sg and tt,,,
Shared Across 2 or More Contexts,836,Concave,Shared - sg and tt,,,
Shared Across 2 or More Contexts,871,Convex,Shared - sg and tt,,,
Shared Across 2 or More Contexts,895,Sine,Shared - sg and tt,,,
Shared Across 2 or More Contexts,923,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,928,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,966,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,987,Sine,Shared - sg and tt,,,
Shared Across 2 or More Contexts,993,Convex,Shared - sg and tt,,,
Shared Across 2 or More Contexts,1005,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,1034,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,1081,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,1102,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,1128,Sine,Shared - sg and tt,,,
Shared Across 2 or More Contexts,1138,Concave,Shared - sg and tt,,,
Shared Across 2 or More Contexts,1159,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,1175,Sine,Shared - sg and tt,,,
Shared Across 2 or More Contexts,1204,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,1455,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,1608,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,1687,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,1820,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,1857,Downsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,1861,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,1893,Upsweep,Shared - sg and tt,,,
Shared Across 2 or More Contexts,1939,Upsweep,Shared - sg and tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),35,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),48,Concave,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),76,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),95,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),113,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),125,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),139,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),164,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),183,Convex,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),206,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),210,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),212,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),214,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),220,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),237,Convex,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),257,Downsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),261,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),268,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),274,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),276,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),278,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),314,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),319,Convex,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),331,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),332,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),344,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),352,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),355,Upsweep,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),356,Sine,tt,,,
Bottlenose Dolphin Single Species Group (Exclusive),358,Downsweep,tt,,,
